Index,Symbol,Action Type,Order Type,Total Qty.,Qty. Filled,Qty. Remaining,Price,Stop Price,Limit Price,Created Date/Time (E),Update Date/Time (E)
868,CHWY,Sell,Stop,320,320,0,26.91,26.91,0,8/28/2024 9:40,9/4/2024 15:47
870,CDNA,Sell,Market,275,275,0,30.42,0,0,8/29/2024 9:31,8/29/2024 9:32
871,CVNA,Sell,Market,61,61,0,156,0,0,8/29/2024 9:31,8/29/2024 9:32
874,LTH,Sell,Market,370,370,0,23.98,0,0,8/29/2024 9:31,8/29/2024 9:32
875,RKT,Sell,Market,466,466,0,19.86,0,0,8/29/2024 9:31,8/29/2024 9:32
872,WIX,Sell,Market,54,54,0,165.12,0,0,8/29/2024 9:31,8/29/2024 9:33
873,KNSA,Sell,Market,339,339,0,26.4,0,0,8/29/2024 9:31,8/29/2024 9:35
877,OCUL,Sell,Market,1069,1069,0,8.69,0,0,8/30/2024 9:31,8/30/2024 9:32
876,MIRM,Sell,Market,216,216,0,42.65,0,0,8/30/2024 9:31,8/30/2024 9:34
878,ANAB,Buy,Market,234,234,0,38.34,0,0,9/3/2024 9:49,9/3/2024 9:51
879,ANAB,Sell,Stop,234,234,0,36.6,36.62,0,9/3/2024 9:51,9/3/2024 15:28
882,PTGX,Sell,Market,214,214,0,41.11,0,0,9/4/2024 9:31,9/4/2024 9:32
881,OMCL,Sell,Market,209,209,0,43.97,0,0,9/4/2024 9:31,9/4/2024 9:40
883,NRIX,Sell,Market,399,399,0,24.49,0,0,9/6/2024 9:31,9/6/2024 9:32
884,YOU,Sell,Market,317,317,0,29.15,0,0,9/6/2024 9:31,9/6/2024 9:32
885,BVS,Buy,Market,882,882,0,10.09,0,0,9/9/2024 10:07,9/9/2024 10:08
887,BVS,Sell,Limit,441,441,0,11.45,0,11.45,9/9/2024 10:08,9/16/2024 9:31
888,CYH,Sell,Market,896,896,0,5.34,0,0,9/11/2024 9:31,9/11/2024 9:32
889,APP,Buy,Market,95,95,0,92.82,0,0,9/11/2024 12:06,9/11/2024 12:07
891,APP,Sell,Limit,48,48,0,105.22,0,105.22,9/11/2024 12:07,9/12/2024 13:29
893,CSTL,Buy,Market,293,293,0,30.3,0,0,9/11/2024 13:48,9/11/2024 13:49
892,BMA,Buy,Market,136,136,0,65.03,0,0,9/11/2024 13:48,9/11/2024 13:50
897,BMA,Sell,Limit,68,68,0,75.77,0,75.77,9/11/2024 13:50,9/19/2024 13:30
898,ONON,Buy,Market,192,192,0,46.3,0,0,9/11/2024 15:41,9/11/2024 15:42
901,NEON,Buy,Market,1056,1056,0,8.48,0,0,9/12/2024 9:38,9/12/2024 9:39
903,NEON,Sell,Limit,528,528,0,11.09,0,11.09,9/12/2024 9:39,9/17/2024 10:27
904,ANAB,Buy,Market,239,239,0,37.56,0,0,9/12/2024 14:09,9/12/2024 14:10
907,SATS,Buy,Market,391,391,0,23.14,0,0,9/13/2024 11:26,9/13/2024 11:27
909,SATS,Sell,Limit,196,196,0,27.22,0,27.22,9/13/2024 11:27,9/27/2024 9:32
910,TVTX,Buy,Market,685,685,0,13.2,0,0,9/13/2024 14:35,9/13/2024 14:36
913,KYMR,Buy,Market,192,192,0,47.73,0,0,9/16/2024 10:02,9/16/2024 10:03
916,TGTX,Buy,Market,376,376,0,24.48,0,0,9/16/2024 11:43,9/16/2024 11:44
919,NOVA,Buy,Market,781,781,0,11.84,0,0,9/16/2024 12:59,9/16/2024 13:00
920,NOVA,Sell,Stop,781,781,0,10.94,10.94,0,9/16/2024 13:00,9/20/2024 11:34
922,CRGX,Buy,Market,400,400,0,23.35,0,0,9/17/2024 10:09,9/17/2024 10:10
923,CRGX,Sell,Stop,400,400,0,21.68,21.69,0,9/17/2024 10:10,9/23/2024 11:21
925,SAVA,Buy,Market,311,311,0,30.18,0,0,9/17/2024 13:59,9/17/2024 14:00
926,SAVA,Sell,Stop,311,311,0,28.09,28.09,0,9/17/2024 14:00,9/23/2024 10:08
928,SMTC,Buy,Market,220,220,0,42.66,0,0,9/17/2024 15:53,9/17/2024 15:54
930,SMTC,Sell,Limit,110,110,0,49.2,0,48.73,9/17/2024 15:54,9/26/2024 9:31
931,SPRY,Buy,Market,704,704,0,13.54,0,0,9/18/2024 9:46,9/18/2024 9:47
934,HRTG,Buy,Market,592,592,0,16.05,0,0,9/18/2024 11:01,9/18/2024 11:02
935,HRTG,Sell,Stop,592,592,0,15.21,15.21,0,9/18/2024 11:02,9/23/2024 10:40
937,APLD,Buy,Market,1449,1449,0,6.5,0,0,9/18/2024 12:46,9/18/2024 12:47
938,APLD,Sell,Stop,1449,1449,0,5.52,5.52,0,9/18/2024 12:47,9/20/2024 9:33
940,IOT,Buy,Market,199,199,0,47.96,0,0,9/18/2024 14:25,9/18/2024 14:26
943,HROW,Buy,Market,208,208,0,46.15,0,0,9/18/2024 14:33,9/18/2024 14:34
944,HROW,Sell,Stop,208,208,0,44.01,44.01,0,9/18/2024 14:34,9/23/2024 12:32
946,ANAB,Sell,Market,239,239,0,37.7,0,0,9/19/2024 9:31,9/19/2024 9:32
947,PSNL,Buy,Market,1551,1551,0,6.13,0,0,9/19/2024 10:01,9/19/2024 10:02
948,PSNL,Sell,Stop,1551,1551,0,5.58,5.58,0,9/19/2024 10:02,9/20/2024 11:17
950,AUR,Buy,Market,1838,1838,0,5.16,0,0,9/19/2024 13:42,9/19/2024 13:43
953,GDS,Buy,Market,503,503,0,18.83,0,0,9/19/2024 13:43,9/19/2024 13:44
952,AUR,Sell,Limit,919,919,0,6.34,0,6.34,9/19/2024 13:43,9/24/2024 15:58
955,GDS,Sell,Limit,252,252,0,21.99,0,21.76,9/19/2024 13:44,9/24/2024 9:31
956,RKLB,Buy,Market,1242,1242,0,7.56,0,0,9/20/2024 9:50,9/20/2024 9:51
958,RKLB,Sell,Limit,621,621,0,8.95,0,8.95,9/20/2024 9:51,9/26/2024 9:38
959,TGTX,Sell,Market,376,376,0,23.32,0,0,9/24/2024 9:31,9/24/2024 9:32
960,CSTL,Sell,Market,293,293,0,30,0,0,9/24/2024 9:31,9/24/2024 9:41
961,AAOI,Buy,Market,616,616,0,15.15,0,0,9/24/2024 9:38,9/24/2024 9:39
962,AAOI,Sell,Stop,616,616,0,14.02,14.02,0,9/24/2024 9:39,9/27/2024 11:18
964,BMA,Sell,Market,68,68,0,69.21,0,0,9/25/2024 9:31,9/25/2024 9:33
965,APLT,Buy,Market,1120,1120,0,8.44,0,0,9/25/2024 9:40,9/25/2024 9:41
968,UPST,Buy,Market,232,232,0,40.85,0,0,9/25/2024 10:21,9/25/2024 10:22
969,UPST,Sell,Stop,232,232,0,37.83,37.83,0,9/25/2024 10:22,10/1/2024 13:31
971,BVS,Sell,Market,441,441,0,11.65,0,0,9/27/2024 9:31,9/27/2024 9:32
972,NEON,Sell,Market,528,528,0,10,0,0,9/27/2024 9:31,9/27/2024 9:32
973,IOT,Sell,Market,199,199,0,47.73,0,0,9/30/2024 9:31,9/30/2024 9:32
975,TVTX,Sell,Market,685,685,0,14.04,0,0,9/30/2024 9:31,9/30/2024 9:32
974,KYMR,Sell,Market,192,192,0,48.13,0,0,9/30/2024 9:31,9/30/2024 9:34
976,POWL,Buy,Market,41,41,0,225.68,0,0,9/30/2024 9:53,9/30/2024 9:54
978,POWL,Sell,Limit,20,20,0,260.43,0,260.43,9/30/2024 9:54,10/9/2024 11:56
979,ONON,Sell,Market,192,192,0,49.71,0,0,10/1/2024 9:31,10/1/2024 9:32
980,SATS,Sell,Market,195,195,0,24.21,0,0,10/1/2024 9:31,10/1/2024 9:32
981,SMTC,Sell,Market,110,110,0,45.21,0,0,10/1/2024 9:31,10/1/2024 9:33
982,VST,Buy,Market,76,76,0,122.14,0,0,10/1/2024 14:06,10/1/2024 14:07
984,VST,Sell,Limit,38,38,0,142.42,0,142.42,10/1/2024 14:07,10/7/2024 9:31
985,AUR,Sell,Market,919,919,0,5.47,0,0,10/2/2024 9:31,10/2/2024 9:32
986,CDNA,Buy,Market,290,290,0,32.12,0,0,10/2/2024 10:06,10/2/2024 10:07
987,CDNA,Sell,Stop,290,290,0,30.1,30.1,0,10/2/2024 10:07,10/2/2024 13:31
989,HROW,Buy,Market,192,192,0,48.55,0,0,10/3/2024 9:34,10/3/2024 9:35
991,HROW,Sell,Limit,96,96,0,55.72,0,55.72,10/3/2024 9:35,10/16/2024 15:43
992,CEG,Buy,Market,34,34,0,272.98,0,0,10/3/2024 9:36,10/3/2024 9:37
993,CEG,Sell,Stop,34,34,0,259.85,259.85,0,10/3/2024 9:37,10/9/2024 13:49
995,APLT,Sell,Market,1120,1120,0,8.05,0,0,10/4/2024 9:31,10/4/2024 9:32
996,SPRY,Sell,Market,704,704,0,14.17,0,0,10/4/2024 9:31,10/4/2024 9:32
997,BNTX,Buy,Market,76,76,0,121.82,0,0,10/4/2024 9:33,10/4/2024 9:34
998,BYRN,Buy,Market,514,514,0,18.01,0,0,10/4/2024 9:33,10/4/2024 9:34
999,BNTX,Sell,Stop,76,76,0,118.34,118.34,0,10/4/2024 9:34,10/9/2024 9:31
1001,BYRN,Sell,Stop,514,514,0,15.9,16.62,0,10/4/2024 9:34,10/9/2024 9:31
1003,EWTX,Buy,Market,334,334,0,28.07,0,0,10/4/2024 10:15,10/4/2024 10:16
1005,EWTX,Sell,Limit,167,167,0,32.87,0,32.87,10/4/2024 10:16,10/14/2024 9:38
1006,MSTR,Buy,Market,53,53,0,176.25,0,0,10/4/2024 15:58,10/4/2024 15:59
1008,MSTR,Sell,Limit,26,26,0,206.62,0,206.62,10/4/2024 15:59,10/11/2024 12:25
1009,UPST,Buy,Market,223,223,0,42.53,0,0,10/8/2024 11:01,10/8/2024 11:02
1011,UPST,Sell,Limit,112,112,0,50.79,0,50.79,10/8/2024 11:02,10/14/2024 9:38
1012,GDS,Sell,Market,251,251,0,19.93,0,0,10/9/2024 9:31,10/9/2024 9:32
1013,TVTX,Buy,Market,575,575,0,16.43,0,0,10/9/2024 9:33,10/9/2024 9:34
1016,RKLB,Sell,Market,621,621,0,9.43,0,0,10/10/2024 9:31,10/10/2024 9:32
1017,VST,Sell,Market,38,38,0,124.19,0,0,10/10/2024 9:31,10/10/2024 9:32
1018,COMM,Buy,Market,1445,1445,0,6.52,0,0,10/11/2024 9:39,10/11/2024 9:40
1019,COMM,Sell,Stop,1445,1445,0,6.11,6.11,0,10/11/2024 9:40,10/11/2024 11:01
1021,PCT,Buy,Market,987,987,0,9.73,0,0,10/15/2024 12:39,10/15/2024 12:40
1023,PCT,Sell,Limit,494,494,0,11.45,0,11.45,10/15/2024 12:40,10/23/2024 9:54
1024,AUR,Buy,Market,1594,1594,0,6,0,0,10/15/2024 13:08,10/15/2024 13:09
1025,AUR,Sell,Stop,1594,1594,0,5.55,5.55,0,10/15/2024 13:09,10/31/2024 9:31
1027,RKLB,Buy,Market,923,923,0,10.38,0,0,10/16/2024 9:41,10/16/2024 9:42
1030,UNFI,Buy,Market,456,456,0,21.25,0,0,10/16/2024 14:08,10/16/2024 14:10
1033,APP,Sell,Market,47,47,0,143,0,0,10/18/2024 9:31,10/18/2024 9:32
1034,UXIN,Buy,Market,1473,1473,0,6.59,0,0,10/18/2024 9:53,10/18/2024 9:54
1035,UXIN,Sell,Stop,1473,1473,0,5.62,5.62,0,10/18/2024 9:54,10/21/2024 9:33
1037,BHVN,Buy,Market,179,179,0,54.12,0,0,10/21/2024 9:53,10/21/2024 9:54
1038,BHVN,Sell,Stop,179,179,0,51.47,51.47,0,10/21/2024 9:54,10/21/2024 11:50
1040,EBS,Buy,Market,993,993,0,9.68,0,0,10/21/2024 11:05,10/21/2024 11:06
1041,EBS,Sell,Stop,993,993,0,9.08,9.08,0,10/21/2024 11:06,10/23/2024 9:31
1043,UNFI,Sell,Market,456,456,0,20.52,0,0,10/22/2024 9:31,10/22/2024 9:32
1044,POWL,Sell,Market,21,21,0,261.86,0,0,10/23/2024 9:31,10/23/2024 9:32
1045,UPST,Sell,Market,111,111,0,51.7,0,0,10/24/2024 9:31,10/24/2024 9:32
1046,BHVN,Buy,Market,177,177,0,54.5,0,0,10/24/2024 9:35,10/24/2024 9:36
1047,BHVN,Sell,Stop,177,177,0,52.11,52.2,0,10/24/2024 9:36,10/24/2024 11:43
1049,ASTS,Buy,Market,325,325,0,29.84,0,0,10/24/2024 10:02,10/24/2024 10:03
1050,ASTS,Sell,Stop,325,325,0,27.38,27.38,0,10/24/2024 10:03,10/24/2024 11:04
1052,GGAL,Buy,Market,190,190,0,51.09,0,0,10/24/2024 10:11,10/24/2024 10:12
1055,HROW,Sell,Market,96,96,0,53.98,0,0,10/25/2024 9:31,10/25/2024 9:32
1056,TVTX,Sell,Market,575,575,0,17.82,0,0,10/28/2024 9:31,10/28/2024 9:32
1057,WULF,Buy,Market,1388,1388,0,7.02,0,0,10/28/2024 9:34,10/28/2024 9:35
1058,WULF,Sell,Stop,1388,1388,0,6.32,6.32,0,10/28/2024 9:35,10/31/2024 10:39
1060,SMR,Buy,Market,492,492,0,19.79,0,0,10/28/2024 9:41,10/28/2024 9:42
1063,CRDO,Buy,Market,243,243,0,40.38,0,0,10/28/2024 15:32,10/28/2024 15:33
1064,CRDO,Sell,Stop,243,243,0,38.34,38.34,0,10/28/2024 15:33,10/31/2024 9:32
1066,EWTX,Sell,Market,167,167,0,33.86,0,0,10/29/2024 9:31,10/29/2024 9:32
1067,SMTC,Buy,Market,210,210,0,46.8,0,0,10/29/2024 12:05,10/29/2024 12:06
1068,SMTC,Sell,Stop,210,210,0,44.69,44.69,0,10/29/2024 12:06,10/31/2024 9:59
1070,CAPR,Buy,Market,429,429,0,22.82,0,0,10/30/2024 10:25,10/30/2024 10:26
1071,CAPR,Sell,Stop,429,429,0,20.72,20.72,0,10/30/2024 10:26,10/31/2024 10:43
1073,RKLB,Sell,Market,923,923,0,10.85,0,0,10/31/2024 9:31,10/31/2024 9:32
1074,TRUP,Buy,Market,168,168,0,56.45,0,0,10/31/2024 9:33,10/31/2024 9:34
1075,TRUP,Sell,Stop,168,168,0,54.43,54.48,0,10/31/2024 9:34,11/1/2024 13:34
1077,VSCO,Buy,Market,314,314,0,29.96,0,0,10/31/2024 11:08,10/31/2024 11:09
1079,VSCO,Sell,Limit,157,157,0,33.74,0,33.74,10/31/2024 11:09,11/7/2024 9:38
1080,SMR,Sell,Market,492,492,0,19.75,0,0,11/1/2024 9:31,11/1/2024 9:32
1081,POWL,Buy,Market,35,35,0,267.5,0,0,11/1/2024 9:40,11/1/2024 9:41
1083,POWL,Sell,Limit,18,18,0,320.72,0,300.97,11/1/2024 9:41,11/6/2024 9:31
1084,CLS,Buy,Market,133,133,0,70.86,0,0,11/1/2024 12:08,11/1/2024 12:09
1086,CLS,Sell,Limit,66,66,0,78.96,0,78.64,11/1/2024 12:09,11/6/2024 9:31
1087,GGAL,Sell,Market,190,190,0,51.7,0,0,11/4/2024 9:31,11/4/2024 9:32
1088,MSTR,Sell,Market,27,27,0,225.8,0,0,11/4/2024 9:31,11/4/2024 9:32
1089,PCT,Sell,Market,493,493,0,12.65,0,0,11/4/2024 9:31,11/4/2024 9:32
1090,XPEV,Buy,Market,753,753,0,12.53,0,0,11/4/2024 9:34,11/4/2024 9:35
1091,XPEV,Sell,Stop,753,753,0,11.86,11.86,0,11/4/2024 9:35,11/6/2024 9:34
1093,DRUG,Buy,Market,173,173,0,53.53,0,0,11/4/2024 10:49,11/4/2024 10:50
1096,ALGT,Buy,Market,142,142,0,65.98,0,0,11/4/2024 15:25,11/4/2024 15:26
1098,ALGT,Sell,Limit,71,71,0,76.49,0,76.32,11/4/2024 15:26,11/13/2024 9:34
1099,CRDO,Buy,Market,222,222,0,42.58,0,0,11/5/2024 9:33,11/5/2024 9:34
1101,CRDO,Sell,Limit,111,111,0,48.52,0,48.52,11/5/2024 9:34,11/11/2024 9:31
1102,RKLB,Buy,Market,809,809,0,11.7,0,0,11/5/2024 9:36,11/5/2024 9:37
1104,RKLB,Sell,Limit,404,404,0,13.63,0,13.63,11/5/2024 9:37,11/7/2024 9:38
1105,INOD,Buy,Market,430,430,0,21.95,0,0,11/5/2024 9:43,11/5/2024 9:44
1107,INOD,Sell,Limit,215,215,0,30,0,25.64,11/5/2024 9:44,11/8/2024 9:31
1108,SOFI,Buy,Market,834,834,0,11.36,0,0,11/5/2024 9:49,11/5/2024 9:50
1111,AFRM,Buy,Market,209,209,0,45.27,0,0,11/5/2024 9:50,11/5/2024 9:51
1110,SOFI,Sell,Limit,417,417,0,13.61,0,13.07,11/5/2024 9:50,11/11/2024 9:31
1112,AFRM,Sell,Stop,209,209,0,42.93,42.93,0,11/5/2024 9:51,11/8/2024 11:34
1114,HUT,Buy,Market,496,496,0,19.64,0,0,11/6/2024 9:34,11/6/2024 9:35
1117,MIR,Buy,Market,621,621,0,15.74,0,0,11/6/2024 9:35,11/6/2024 9:37
1116,HUT,Sell,Limit,248,248,0,25.31,0,25.31,11/6/2024 9:35,11/11/2024 14:03
1118,MIR,Sell,Stop,621,621,0,15.08,15.08,0,11/6/2024 9:37,11/11/2024 15:41
1120,WULF,Buy,Market,1336,1336,0,7.32,0,0,11/6/2024 9:38,11/6/2024 9:39
1123,BBAR,Buy,Market,669,669,0,14.58,0,0,11/6/2024 11:02,11/6/2024 11:03
1125,BBAR,Sell,Limit,334,334,0,16.98,0,16.98,11/6/2024 11:03,11/18/2024 10:18
1126,SUPV,Buy,Market,1031,1031,0,9.48,0,0,11/6/2024 11:57,11/6/2024 11:58
1128,SUPV,Sell,Limit,516,516,0,10.97,0,10.97,11/6/2024 11:58,11/18/2024 10:03
1129,SMR,Buy,Market,478,478,0,20.48,0,0,11/6/2024 12:14,11/6/2024 12:15
1131,SMR,Sell,Limit,239,239,0,26.42,0,26.42,11/6/2024 12:15,11/12/2024 9:39
1132,UPST,Buy,Market,182,182,0,54.14,0,0,11/6/2024 15:22,11/6/2024 15:23
1134,UPST,Sell,Limit,91,91,0,65.27,0,64.13,11/6/2024 15:23,11/8/2024 9:31
1135,LUNR,Buy,Market,1158,1158,0,8.58,0,0,11/7/2024 9:33,11/7/2024 9:34
1137,LUNR,Sell,Limit,579,579,0,10.35,0,10.28,11/7/2024 9:34,11/11/2024 9:31
1138,XPEV,Buy,Market,726,726,0,13.63,0,0,11/7/2024 9:38,11/7/2024 9:39
1141,GDS,Buy,Market,433,433,0,22.96,0,0,11/7/2024 9:39,11/7/2024 9:40
1139,XPEV,Sell,Stop,726,726,0,12.9,12.9,0,11/7/2024 9:39,11/14/2024 9:32
1144,DRUG,Sell,Market,173,173,0,48.73,0,0,11/8/2024 9:31,11/8/2024 9:32
1145,ADMA,Buy,Market,486,486,0,21.02,0,0,11/8/2024 9:33,11/8/2024 9:34
1148,PRCT,Buy,Market,106,106,0,102.61,0,0,11/11/2024 9:33,11/11/2024 9:34
1149,PRCT,Sell,Stop,106,106,0,95.87,95.87,0,11/11/2024 9:34,11/11/2024 15:01
1151,AFRM,Buy,Market,207,207,0,51.91,0,0,11/11/2024 10:14,11/11/2024 10:15
1153,AFRM,Sell,Limit,104,104,0,61.61,0,61.61,11/11/2024 10:15,11/18/2024 10:49
1154,RELY,Buy,Market,551,551,0,20.1,0,0,11/13/2024 9:44,11/13/2024 9:45
1157,WULF,Sell,Market,1336,1336,0,7.5,0,0,11/14/2024 9:31,11/14/2024 9:32
1158,GDS,Sell,Market,433,433,0,22.4,0,0,11/15/2024 9:31,11/15/2024 9:32
1159,ADMA,Sell,Market,486,486,0,20.24,0,0,11/15/2024 9:31,11/15/2024 9:32
1160,CRDO,Sell,Market,111,111,0,41,0,0,11/15/2024 9:31,11/15/2024 9:32
1161,POWL,Sell,Market,17,17,0,298.11,0,0,11/15/2024 9:31,11/15/2024 9:32
1162,MNMD,Buy,Market,1075,1075,0,9.85,0,0,11/15/2024 9:33,11/15/2024 9:34
1163,MNMD,Sell,Stop,1075,1075,0,8.98,8.98,0,11/15/2024 9:34,11/15/2024 9:42
1165,RDW,Buy,Market,993,993,0,10.86,0,0,11/18/2024 9:37,11/18/2024 9:38
1167,RDW,Sell,Limit,496,496,0,13.58,0,13.58,11/18/2024 9:38,11/22/2024 12:43
1168,LMND,Buy,Market,304,304,0,35.53,0,0,11/19/2024 9:33,11/19/2024 9:34
1170,LMND,Sell,Limit,152,152,0,44.45,0,44.45,11/19/2024 9:34,11/20/2024 9:33
1171,BYRN,Buy,Market,542,542,0,19.96,0,0,11/19/2024 9:38,11/19/2024 9:39
1172,BYRN,Sell,Stop,542,542,0,18.66,18.66,0,11/19/2024 9:39,11/20/2024 9:54
1174,RDDT,Buy,Market,82,82,0,135.15,0,0,11/19/2024 12:44,11/19/2024 12:45
1177,ALGT,Sell,Market,71,71,0,70.26,0,0,11/20/2024 9:31,11/20/2024 9:32
1178,AAOI,Buy,Market,361,361,0,30.89,0,0,11/20/2024 9:33,11/20/2024 9:34
1180,AAOI,Sell,Limit,180,180,0,41.43,0,41.43,11/20/2024 9:34,11/29/2024 10:03
1181,XMTR,Buy,Market,367,367,0,30.88,0,0,11/21/2024 11:21,11/21/2024 11:22
1184,WWW,Buy,Market,500,500,0,22.89,0,0,11/21/2024 12:07,11/21/2024 12:08
1187,HUT,Sell,Market,248,248,0,22.95,0,0,11/22/2024 9:31,11/22/2024 9:32
1188,VSCO,Sell,Market,157,157,0,36.08,0,0,11/22/2024 9:31,11/22/2024 9:32
1189,CXW,Buy,Market,503,503,0,22.66,0,0,11/22/2024 9:33,11/22/2024 9:34
1190,CXW,Sell,Stop,503,503,0,21.37,21.37,0,11/22/2024 9:34,12/2/2024 9:44
1192,TSL,Buy,Market,753,753,0,15.23,0,0,11/22/2024 10:40,11/22/2024 10:41
1193,TSL,Sell,Stop,753,753,0,14.17,14.17,0,11/22/2024 10:41,11/27/2024 10:30
1195,DAVE,Buy,Market,132,132,0,87.72,0,0,11/22/2024 11:26,11/22/2024 11:27
1198,PLTR,Buy,Market,182,182,0,63.49,0,0,11/22/2024 11:38,11/22/2024 11:39
1200,PLTR,Sell,Limit,91,91,0,74.28,0,74.28,11/22/2024 11:39,12/6/2024 9:38
1201,ALGS,Buy,Market,570,570,0,20.74,0,0,11/25/2024 9:37,11/25/2024 9:38
1203,ALGS,Sell,Limit,285,285,0,35.36,0,35.36,11/25/2024 9:38,12/13/2024 9:31
1204,BBAR,Sell,Market,335,335,0,16.46,0,0,11/26/2024 9:31,11/26/2024 9:32
1205,NPWR,Buy,Market,840,840,0,13.7,0,0,11/26/2024 9:33,11/26/2024 9:34
1206,NPWR,Sell,Stop,840,840,0,12.34,12.34,0,11/26/2024 9:34,11/26/2024 14:58
1208,INOD,Sell,Market,215,215,0,39.5,0,0,11/27/2024 9:31,11/27/2024 9:32
1209,RDDT,Sell,Market,82,82,0,138.03,0,0,11/27/2024 9:31,11/27/2024 9:32
1210,SMR,Sell,Market,239,239,0,27.22,0,0,11/27/2024 9:31,11/27/2024 9:32
1211,MDXG,Buy,Market,1219,1219,0,9.48,0,0,11/27/2024 9:42,11/27/2024 9:43
1214,HUT,Buy,Market,438,438,0,26.48,0,0,11/27/2024 10:10,11/27/2024 10:11
1217,CLS,Sell,Market,67,67,0,84.02,0,0,11/29/2024 9:31,11/29/2024 9:32
1218,BTDR,Buy,Market,871,871,0,13.46,0,0,11/29/2024 9:33,11/29/2024 9:34
1220,BTDR,Sell,Limit,436,436,0,19,0,19,11/29/2024 9:34,12/5/2024 9:34
1221,MARA,Buy,Market,419,419,0,28.01,0,0,11/29/2024 9:35,11/29/2024 9:36
1222,MARA,Sell,Stop,419,419,0,24.44,24.44,0,11/29/2024 9:36,12/2/2024 14:01
1224,ML,Buy,Market,132,132,0,90.14,0,0,11/29/2024 10:01,11/29/2024 10:02
1225,ML,Sell,Stop,132,132,0,84.26,84.26,0,11/29/2024 10:02,12/3/2024 9:44
1227,SOUN,Buy,Market,1419,1419,0,8.48,0,0,11/29/2024 10:07,11/29/2024 10:08
1229,SOUN,Sell,Limit,710,710,0,11.22,0,11.22,11/29/2024 10:08,12/5/2024 9:38
1230,TSLA,Buy,Market,33,33,0,357.54,0,0,12/2/2024 9:33,12/2/2024 9:34
1231,ARQQ,Buy,Market,508,508,0,23.63,0,0,12/2/2024 9:33,12/2/2024 9:34
1234,ARQQ,Sell,Stop,508,508,0,18.51,18.51,0,12/2/2024 9:34,12/5/2024 9:55
1233,TSLA,Sell,Limit,16,16,0,407.84,0,407.84,12/2/2024 9:34,12/10/2024 12:42
1236,OUST,Buy,Market,1155,1155,0,10.3,0,0,12/2/2024 10:48,12/2/2024 10:49
1237,OUST,Sell,Stop,1155,1155,0,9.47,9.56,0,12/2/2024 10:49,12/3/2024 9:31
1239,LMND,Sell,Market,152,152,0,45.42,0,0,12/3/2024 9:31,12/3/2024 9:32
1240,UPST,Sell,Market,91,91,0,68.22,0,0,12/3/2024 9:31,12/3/2024 9:32
1241,LITE,Buy,Market,128,128,0,89.74,0,0,12/3/2024 12:40,12/3/2024 12:41
1244,HUT,Sell,Market,438,438,0,25.26,0,0,12/4/2024 9:31,12/4/2024 9:32
1245,LUNR,Sell,Market,579,579,0,11.52,0,0,12/4/2024 9:31,12/4/2024 9:32
1246,RELY,Sell,Market,551,551,0,20.6,0,0,12/4/2024 9:31,12/4/2024 9:32
1247,RKLB,Sell,Market,405,405,0,22.55,0,0,12/4/2024 9:31,12/4/2024 9:32
1248,HSAI,Buy,Market,1198,1198,0,9.62,0,0,12/4/2024 9:33,12/4/2024 9:34
1251,COIN,Buy,Market,36,36,0,317.61,0,0,12/4/2024 9:35,12/4/2024 9:36
1254,AI,Buy,Market,304,304,0,38.24,0,0,12/4/2024 9:47,12/4/2024 9:48
1257,DXYZ,Buy,Market,255,255,0,45.47,0,0,12/4/2024 9:53,12/4/2024 9:54
1259,DXYZ,Sell,Limit,128,128,0,63.92,0,63.92,12/4/2024 9:54,12/6/2024 13:46
1260,DAVE,Sell,Market,132,132,0,88.6,0,0,12/5/2024 9:31,12/5/2024 9:32
1261,MARA,Buy,Market,428,428,0,27.53,0,0,12/5/2024 9:34,12/5/2024 9:35
1262,MARA,Sell,Stop,428,428,0,24.42,24.42,0,12/5/2024 9:35,12/9/2024 10:48
1264,AMSC,Buy,Market,323,323,0,37,0,0,12/5/2024 9:37,12/5/2024 9:38
1265,AMSC,Sell,Stop,323,323,0,34.05,34.05,0,12/5/2024 9:38,12/6/2024 11:49
1267,HNST,Buy,Market,1393,1393,0,8.56,0,0,12/5/2024 9:44,12/5/2024 9:45
1268,HNST,Sell,Stop,1393,1393,0,8.02,8.02,0,12/5/2024 9:45,12/9/2024 10:27
1270,BTCT,Buy,Market,641,641,0,18.52,0,0,12/5/2024 9:47,12/5/2024 9:48
1271,BTCT,Sell,Stop,641,641,0,16.05,16.05,0,12/5/2024 9:48,12/5/2024 10:11
1273,API,Buy,Market,1988,1988,0,5.96,0,0,12/5/2024 9:52,12/5/2024 9:53
1274,API,Sell,Stop,1988,1988,0,5.08,5.08,0,12/5/2024 9:53,12/10/2024 14:31
1276,AAOI,Sell,Market,181,181,0,37.39,0,0,12/6/2024 9:31,12/6/2024 9:32
1277,AFRM,Sell,Market,103,103,0,68.52,0,0,12/6/2024 9:31,12/6/2024 9:32
1278,SOFI,Sell,Market,417,417,0,15.72,0,0,12/6/2024 9:31,12/6/2024 9:32
1279,WWW,Sell,Market,500,500,0,23.09,0,0,12/6/2024 9:31,12/6/2024 9:32
1280,XMTR,Sell,Market,367,367,0,32.07,0,0,12/6/2024 9:31,12/6/2024 9:32
1281,APLD,Buy,Market,1107,1107,0,10.73,0,0,12/6/2024 9:34,12/6/2024 9:35
1282,APLD,Sell,Stop,1107,1107,0,9.69,9.69,0,12/6/2024 9:35,12/9/2024 10:39
