Index,Symbol,Action Type,Order Type,Total Qty.,Qty. Filled,Qty. Remaining,Price,Stop Price,Limit Price,Created Date/Time (E),Update Date/Time (E)
418,EVER,Sell,Limit,162,162,0,23.48,0,23.48,4/30/2024 9:41,5/7/2024 9:32
419,RXST,Buy,Market,118,118,0,55.31,0,0,5/1/2024 14:15,5/1/2024 14:16
421,RXST,Sell,Limit,59,59,0,62.29,0,61.95,5/1/2024 14:16,5/6/2024 9:31
422,CVNA,Buy,Market,74,74,0,88.61,0,0,5/1/2024 14:41,5/1/2024 14:42
424,CVNA,Sell,Limit,37,37,0,119.95,0,105.42,5/1/2024 14:42,5/2/2024 9:31
425,FTAI,Buy,Market,90,90,0,74.4,0,0,5/2/2024 10:50,5/2/2024 10:51
428,GOTU,Buy,Market,951,951,0,7.08,0,0,5/2/2024 11:10,5/2/2024 11:11
431,MMYT,Buy,Market,96,96,0,69.55,0,0,5/2/2024 13:20,5/2/2024 13:21
433,MMYT,Sell,Limit,48,48,0,78.59,0,77.94,5/2/2024 13:21,5/15/2024 9:31
434,APP,Buy,Market,91,91,0,74.24,0,0,5/3/2024 9:51,5/3/2024 9:52
436,APP,Sell,Limit,46,46,0,84.33,0,84.33,5/3/2024 9:52,5/9/2024 9:40
437,CAVA,Buy,Market,94,94,0,72.33,0,0,5/3/2024 10:46,5/3/2024 10:47
440,MOD,Buy,Market,70,70,0,98,0,0,5/6/2024 9:54,5/6/2024 9:55
443,DELL,Buy,Market,52,52,0,130.32,0,0,5/8/2024 9:57,5/8/2024 9:58
445,DELL,Sell,Limit,26,26,0,146.03,0,146.03,5/8/2024 9:58,5/15/2024 11:39
446,JANX,Sell,Market,63,63,0,54.57,0,0,5/9/2024 9:31,5/9/2024 9:32
447,MEG,Sell,Market,151,151,0,43,0,0,5/9/2024 9:31,5/9/2024 9:40
448,RNA,Buy,Market,259,259,0,27.07,0,0,5/9/2024 12:08,5/9/2024 12:09
451,OUST,Buy,Market,684,684,0,10.24,0,0,5/9/2024 13:04,5/9/2024 13:05
453,OUST,Sell,Limit,342,342,0,12.32,0,12.32,5/9/2024 13:05,5/10/2024 9:34
454,GME,Buy,Market,399,399,0,17.6,0,0,5/9/2024 15:36,5/9/2024 15:37
456,GME,Sell,Limit,200,200,0,26.34,0,24.38,5/9/2024 15:37,5/13/2024 9:31
457,SMR,Buy,Market,1110,1110,0,6.4,0,0,5/10/2024 9:39,5/10/2024 9:40
459,SMR,Sell,Limit,555,555,0,7.79,0,7.79,5/10/2024 9:40,5/15/2024 9:35
458,SMR,Sell,Stop,555,555,0,5.94,5.94,0,5/10/2024 9:40,5/16/2024 14:34
460,WGS,Buy,Market,325,325,0,22.29,0,0,5/13/2024 9:35,5/13/2024 9:36
463,TWST,Buy,Market,164,164,0,44.23,0,0,5/13/2024 9:38,5/13/2024 9:39
466,MRNA,Buy,Market,57,57,0,125.57,0,0,5/13/2024 13:12,5/13/2024 13:13
468,MRNA,Sell,Limit,28,28,0,143.68,0,143.68,5/13/2024 13:13,5/21/2024 15:57
470,SMTC,Sell,Market,95,95,0,39.04,0,0,5/14/2024 9:31,5/14/2024 9:32
469,RXST,Sell,Market,59,59,0,59.4,0,0,5/14/2024 9:31,5/14/2024 9:33
471,ACB,Buy,Market,1064,1064,0,7.16,0,0,5/14/2024 9:37,5/14/2024 9:38
474,STOK,Buy,Market,622,622,0,12.32,0,0,5/14/2024 9:40,5/14/2024 9:41
476,STOK,Sell,Limit,311,311,0,14.78,0,14.77,5/14/2024 9:41,5/15/2024 11:39
477,PI,Buy,Market,46,46,0,164.84,0,0,5/14/2024 12:44,5/14/2024 12:46
480,BMA,Buy,Market,117,117,0,64.96,0,0,5/15/2024 9:42,5/15/2024 9:43
481,BMA,Sell,Stop,117,117,0,61.43,61.56,0,5/15/2024 9:43,5/22/2024 12:43
483,TNDM,Buy,Market,167,167,0,45.49,0,0,5/15/2024 10:41,5/15/2024 10:42
485,TNDM,Sell,Limit,84,84,0,53.1,0,53.1,5/15/2024 10:42,5/29/2024 10:43
486,JMIA,Buy,Market,1175,1175,0,6.56,0,0,5/15/2024 14:29,5/15/2024 14:30
487,JMIA,Sell,Stop,1175,1175,0,5.91,5.91,0,5/15/2024 14:30,5/21/2024 9:50
489,CGC,Buy,Market,741,741,0,10.38,0,0,5/16/2024 9:37,5/16/2024 9:38
492,CVNA,Sell,Market,37,37,0,118.13,0,0,5/17/2024 9:31,5/17/2024 9:32
493,HOOD,Buy,Market,394,394,0,19.27,0,0,5/17/2024 9:54,5/17/2024 9:55
495,HOOD,Sell,Limit,197,197,0,22.91,0,22.91,5/17/2024 9:55,6/6/2024 9:45
496,ROOT,Buy,Market,114,114,0,67.08,0,0,5/17/2024 10:45,5/17/2024 10:46
497,ROOT,Sell,Stop,114,114,0,60.99,60.99,0,5/17/2024 10:46,5/21/2024 13:20
499,MOD,Sell,Market,70,70,0,102.75,0,0,5/20/2024 9:31,5/20/2024 9:32
501,GME,Sell,Market,199,199,0,21.54,0,0,5/20/2024 9:31,5/20/2024 9:32
500,FTAI,Sell,Market,90,90,0,78.48,0,0,5/20/2024 9:31,5/20/2024 9:34
502,SEMR,Buy,Market,474,474,0,15.98,0,0,5/20/2024 10:35,5/20/2024 10:36
505,FTEL,Buy,Market,598,598,0,12.8,0,0,5/20/2024 12:21,5/20/2024 12:22
507,FTEL,Sell,Limit,299,299,0,32.57,0,20.26,5/20/2024 12:22,5/30/2024 11:06
508,TWST,Sell,Market,164,164,0,44.69,0,0,5/21/2024 9:31,5/21/2024 9:32
509,SMTC,Buy,Market,185,185,0,40.88,0,0,5/21/2024 10:31,5/21/2024 10:32
510,SMTC,Sell,Stop,185,185,0,39.42,39.42,0,5/21/2024 10:32,5/23/2024 10:57
512,GOTU,Sell,Market,951,951,0,7.04,0,0,5/22/2024 9:31,5/22/2024 9:32
513,WGS,Sell,Market,325,325,0,20.15,0,0,5/22/2024 9:31,5/22/2024 9:32
514,HROW,Buy,Market,432,432,0,17.31,0,0,5/22/2024 12:57,5/22/2024 12:58
517,CGC,Sell,Market,741,741,0,9.52,0,0,5/23/2024 9:31,5/23/2024 9:32
518,ACB,Sell,Market,1064,1064,0,6.81,0,0,5/23/2024 9:31,5/23/2024 9:32
519,APP,Sell,Market,45,45,0,81.01,0,0,5/23/2024 9:31,5/23/2024 9:32
520,MMYT,Sell,Market,48,48,0,79.69,0,0,5/23/2024 9:31,5/23/2024 9:32
521,OSCR,Sell,Market,185,185,0,22.39,0,0,5/23/2024 9:31,5/23/2024 9:32
522,OUST,Sell,Market,342,342,0,11.55,0,0,5/23/2024 9:31,5/23/2024 9:32
523,CDNA,Buy,Market,470,470,0,15.94,0,0,5/23/2024 11:38,5/23/2024 11:39
524,CDNA,Sell,Stop,470,470,0,14.71,14.71,0,5/23/2024 11:39,5/29/2024 9:45
529,RNA,Sell,Market,259,259,0,27.5,0,0,5/24/2024 9:31,5/24/2024 9:32
528,CAVA,Sell,Market,94,94,0,79.07,0,0,5/24/2024 9:31,5/24/2024 9:33
526,EVER,Sell,Market,161,161,0,24.17,0,0,5/24/2024 9:31,5/24/2024 9:35
527,PI,Sell,Market,46,46,0,169.7,0,0,5/24/2024 9:31,5/24/2024 9:35
530,ZIM,Buy,Market,367,367,0,20.25,0,0,5/24/2024 9:33,5/24/2024 9:34
531,ZIM,Sell,Stop,367,367,0,18.91,18.91,0,5/24/2024 9:34,6/6/2024 15:39
533,ASPN,Buy,Market,265,265,0,27.99,0,0,5/24/2024 9:35,5/24/2024 9:36
535,ASPN,Sell,Limit,132,132,0,31.26,0,31.26,5/24/2024 9:36,6/5/2024 10:26
536,MGNI,Buy,Market,605,605,0,12.31,0,0,5/24/2024 9:37,5/24/2024 9:38
539,HIMS,Buy,Market,435,435,0,17.44,0,0,5/28/2024 9:33,5/28/2024 9:34
541,HIMS,Sell,Limit,218,218,0,21.4,0,21.4,5/28/2024 9:34,5/30/2024 11:33
542,DESP,Buy,Market,487,487,0,15.39,0,0,5/28/2024 10:05,5/28/2024 10:06
543,DESP,Sell,Stop,487,487,0,14.69,14.69,0,5/28/2024 10:06,6/4/2024 9:31
545,SEMR,Sell,Market,474,474,0,15.25,0,0,5/29/2024 9:31,5/29/2024 9:34
546,STOK,Sell,Market,311,311,0,13.83,0,0,5/29/2024 9:31,5/29/2024 9:35
547,SMTC,Buy,Market,176,176,0,42.44,0,0,5/29/2024 9:36,5/29/2024 9:37
548,SMTC,Sell,Stop,176,176,0,40.86,40.86,0,5/29/2024 9:37,5/29/2024 11:09
550,BLBD,Buy,Market,135,135,0,56,0,0,5/30/2024 9:38,5/30/2024 9:39
551,BLBD,Sell,Stop,135,135,0,54,54,0,5/30/2024 9:39,6/4/2024 9:58
553,TMDX,Sell,Market,35,35,0,138.94,0,0,5/31/2024 9:31,5/31/2024 9:32
554,MRNA,Sell,Market,29,29,0,138.52,0,0,6/3/2024 9:31,6/3/2024 9:32
555,DELL,Sell,Market,26,26,0,139.58,0,0,6/3/2024 9:31,6/3/2024 9:32
556,FTEL,Sell,Market,299,299,0,15.18,0,0,6/3/2024 9:31,6/3/2024 9:32
557,IREN,Buy,Market,888,888,0,8.78,0,0,6/3/2024 9:33,6/3/2024 9:34
559,IREN,Sell,Limit,444,444,0,11.6,0,11.6,6/3/2024 9:34,6/11/2024 11:31
560,NVAX,Buy,Market,492,492,0,15.78,0,0,6/3/2024 9:40,6/3/2024 9:41
562,NVAX,Sell,Limit,246,246,0,20.6,0,20.6,6/3/2024 9:41,6/5/2024 10:20
563,HROW,Sell,Market,432,432,0,16.73,0,0,6/4/2024 9:31,6/4/2024 9:32
564,WGS,Buy,Market,344,344,0,22.3,0,0,6/4/2024 10:47,6/4/2024 10:48
566,WGS,Sell,Limit,172,172,0,27.43,0,27.42,6/4/2024 10:48,6/6/2024 9:31
567,TNDM,Sell,Market,83,83,0,51.35,0,0,6/5/2024 9:31,6/5/2024 9:32
568,SG,Buy,Market,242,242,0,32.24,0,0,6/5/2024 9:34,6/5/2024 9:35
571,APP,Buy,Market,93,93,0,85.86,0,0,6/6/2024 9:42,6/6/2024 9:43
572,APP,Sell,Stop,93,93,0,81.84,81.84,0,6/6/2024 9:43,6/7/2024 9:32
574,CRDO,Buy,Market,299,299,0,26.59,0,0,6/7/2024 9:38,6/7/2024 9:39
577,INSM,Buy,Market,134,134,0,59.08,0,0,6/10/2024 12:54,6/10/2024 12:55
580,NVAX,Sell,Market,246,246,0,16.21,0,0,6/11/2024 9:31,6/11/2024 9:32
581,FSLR,Buy,Market,27,27,0,287.75,0,0,6/11/2024 9:34,6/11/2024 9:35
582,FSLR,Sell,Stop,27,27,0,272.27,272.27,0,6/11/2024 9:35,6/17/2024 9:31
584,MRUS,Buy,Market,143,143,0,54.85,0,0,6/11/2024 9:41,6/11/2024 9:42
587,ONON,Buy,Market,178,178,0,44.06,0,0,6/11/2024 9:42,6/11/2024 9:43
588,ONON,Sell,Stop,178,178,0,42.35,42.35,0,6/11/2024 9:43,6/14/2024 11:15
590,ASTS,Buy,Market,844,844,0,9.5,0,0,6/11/2024 14:18,6/11/2024 14:19
593,ASPN,Sell,Market,133,133,0,30.87,0,0,6/12/2024 9:31,6/12/2024 9:32
594,CDNA,Buy,Market,517,517,0,15.68,0,0,6/12/2024 9:33,6/12/2024 9:34
595,AMSC,Buy,Market,341,341,0,23.94,0,0,6/12/2024 9:33,6/12/2024 9:34
596,CDNA,Sell,Stop,517,517,0,14.61,14.62,0,6/12/2024 9:34,6/13/2024 15:08
600,HROW,Buy,Market,435,435,0,18.62,0,0,6/12/2024 9:36,6/12/2024 9:37
601,HROW,Sell,Stop,435,435,0,17.75,17.75,0,6/12/2024 9:37,6/14/2024 9:31
603,TWST,Buy,Market,149,149,0,54.66,0,0,6/12/2024 9:41,6/12/2024 9:42
604,TWST,Sell,Stop,149,149,0,51.2,51.2,0,6/12/2024 9:42,6/12/2024 10:31
606,BLBD,Buy,Market,139,139,0,58.48,0,0,6/12/2024 10:08,6/12/2024 10:09
607,BLBD,Sell,Stop,139,139,0,56.01,56.21,0,6/12/2024 10:09,6/14/2024 9:31
609,HOOD,Sell,Market,197,197,0,22.54,0,0,6/17/2024 9:31,6/17/2024 9:32
610,SG,Sell,Market,242,242,0,31.8,0,0,6/17/2024 9:31,6/17/2024 9:32
611,TMDX,Buy,Market,54,54,0,146.93,0,0,6/17/2024 9:52,6/17/2024 9:53
612,TMDX,Sell,Stop,54,54,0,139.63,139.63,0,6/17/2024 9:53,6/20/2024 12:35
614,CAVA,Buy,Market,86,86,0,93.29,0,0,6/17/2024 12:20,6/17/2024 12:21
615,CAVA,Sell,Stop,86,86,0,88.71,88.71,0,6/17/2024 12:21,6/21/2024 9:32
617,CHWY,Buy,Market,342,342,0,23.6,0,0,6/18/2024 9:37,6/18/2024 9:38
619,CHWY,Sell,Limit,171,171,0,27.12,0,27.12,6/18/2024 9:38,6/24/2024 12:38
620,MGNI,Sell,Market,605,605,0,13.2,0,0,6/20/2024 9:31,6/20/2024 9:32
621,MRUS,Sell,Market,143,143,0,53.96,0,0,6/20/2024 9:31,6/20/2024 9:32
622,HIMS,Sell,Market,217,217,0,22.43,0,0,6/21/2024 9:31,6/21/2024 9:32
623,WGS,Sell,Market,172,172,0,27.06,0,0,6/21/2024 9:31,6/21/2024 9:32
624,ASTS,Sell,Market,844,844,0,10.37,0,0,6/24/2024 9:31,6/24/2024 9:32
625,CRDO,Sell,Market,299,299,0,27.1,0,0,6/24/2024 9:31,6/24/2024 9:32
626,CVNA,Buy,Market,69,69,0,113.82,0,0,6/24/2024 9:33,6/24/2024 9:34
628,CVNA,Sell,Limit,34,34,0,133.72,0,133.72,6/24/2024 9:34,6/27/2024 9:54
629,VITL,Buy,Market,180,180,0,43.76,0,0,6/24/2024 12:23,6/24/2024 12:24
632,AMSC,Sell,Market,341,341,0,23,0,0,6/25/2024 9:31,6/25/2024 9:32
633,IREN,Sell,Market,444,444,0,13,0,0,6/25/2024 9:31,6/25/2024 9:32
634,ENVX,Buy,Market,556,556,0,14.36,0,0,6/25/2024 9:35,6/25/2024 9:36
636,ENVX,Sell,Limit,278,278,0,17.77,0,17.77,6/25/2024 9:36,7/10/2024 9:38
637,MMYT,Buy,Market,95,95,0,84.38,0,0,6/25/2024 9:42,6/25/2024 9:43
638,MMYT,Sell,Stop,95,95,0,81.21,81.21,0,6/25/2024 9:43,6/26/2024 10:33
640,USM,Buy,Market,147,147,0,54.73,0,0,6/26/2024 15:20,6/26/2024 15:22
643,CRDO,Buy,Market,265,265,0,30.29,0,0,6/27/2024 9:34,6/27/2024 9:35
646,MRUS,Buy,Market,138,138,0,58.37,0,0,6/27/2024 10:07,6/27/2024 10:08
647,MRUS,Sell,Stop,138,138,0,52.79,56,0,6/27/2024 10:08,7/1/2024 9:31
649,CDNA,Buy,Market,538,538,0,15.13,0,0,6/28/2024 9:35,6/28/2024 9:36
652,EBS,Buy,Market,1120,1120,0,7.2,0,0,6/28/2024 9:43,6/28/2024 9:44
654,EBS,Sell,Limit,560,560,0,9.08,0,9.08,6/28/2024 9:44,7/10/2024 15:41
655,MMYT,Buy,Market,92,92,0,86.6,0,0,7/1/2024 14:17,7/1/2024 14:19
658,INSM,Sell,Market,134,134,0,66.27,0,0,7/2/2024 9:31,7/2/2024 9:32
659,CHWY,Sell,Market,171,171,0,24.85,0,0,7/2/2024 9:31,7/2/2024 9:32
660,GDS,Buy,Market,825,825,0,9.69,0,0,7/2/2024 11:20,7/2/2024 11:21
662,GDS,Sell,Limit,412,412,0,10.94,0,10.93,7/2/2024 11:21,7/3/2024 10:01
663,FIP,Buy,Market,883,883,0,9.02,0,0,7/2/2024 15:18,7/2/2024 15:19
666,VITL,Sell,Market,180,180,0,44.17,0,0,7/3/2024 9:31,7/3/2024 9:32
667,AMSC,Buy,Market,311,311,0,25.79,0,0,7/3/2024 9:33,7/3/2024 9:34
669,AMSC,Sell,Limit,156,156,0,30.95,0,30.95,7/3/2024 9:34,7/15/2024 14:33
670,APP,Buy,Market,93,93,0,85.72,0,0,7/3/2024 10:06,7/3/2024 10:07
671,APP,Sell,Stop,93,93,0,82.38,82.38,0,7/3/2024 10:07,7/10/2024 11:01
673,SMR,Buy,Market,656,656,0,12.35,0,0,7/5/2024 10:01,7/5/2024 10:02
675,SMR,Sell,Limit,328,328,0,16.75,0,16.66,7/5/2024 10:02,7/15/2024 9:31
676,ARQT,Buy,Market,809,809,0,9.94,0,0,7/5/2024 10:27,7/5/2024 10:28
679,INOD,Buy,Market,512,512,0,15.94,0,0,7/8/2024 9:46,7/8/2024 9:47
680,MIRM,Buy,Market,232,232,0,35.09,0,0,7/8/2024 9:46,7/8/2024 9:47
684,MIRM,Sell,Limit,116,116,0,39.53,0,39.53,7/8/2024 9:47,7/12/2024 14:07
682,INOD,Sell,Limit,256,256,0,18.58,0,18.58,7/8/2024 9:47,7/15/2024 9:42
685,HIMX,Buy,Market,1015,1015,0,8.04,0,0,7/8/2024 9:53,7/8/2024 9:54
688,EWTX,Buy,Market,414,414,0,19.9,0,0,7/8/2024 9:58,7/8/2024 9:59
691,CAVA,Buy,Market,84,84,0,97.92,0,0,7/8/2024 11:21,7/8/2024 11:22
694,CLS,Buy,Market,137,137,0,59.94,0,0,7/8/2024 11:22,7/8/2024 11:23
692,CAVA,Sell,Stop,84,84,0,94.23,94.23,0,7/8/2024 11:22,7/8/2024 15:01
695,CLS,Sell,Stop,137,137,0,57.78,57.78,0,7/8/2024 11:23,7/17/2024 10:12
697,CVNA,Sell,Market,35,35,0,122.53,0,0,7/9/2024 9:31,7/9/2024 9:32
698,WGS,Buy,Market,280,280,0,29.79,0,0,7/9/2024 13:11,7/9/2024 13:16
701,CDNA,Sell,Market,538,538,0,14.78,0,0,7/10/2024 9:31,7/10/2024 9:32
702,CVNA,Buy,Market,62,62,0,134.01,0,0,7/10/2024 9:37,7/10/2024 9:38
703,TWST,Buy,Market,162,162,0,51.92,0,0,7/10/2024 9:37,7/10/2024 9:38
707,TWST,Sell,Limit,81,81,0,59.53,0,59.53,7/10/2024 9:38,7/17/2024 9:58
708,CRDO,Sell,Market,265,265,0,31.36,0,0,7/11/2024 9:31,7/11/2024 9:32
709,USM,Sell,Market,147,147,0,56.02,0,0,7/11/2024 9:31,7/11/2024 9:34
710,AOSL,Buy,Market,214,214,0,39.29,0,0,7/11/2024 9:34,7/11/2024 9:35
712,AOSL,Sell,Limit,107,107,0,44.72,0,44.72,7/11/2024 9:35,7/15/2024 11:12
713,CRBP,Buy,Market,158,158,0,52.52,0,0,7/11/2024 10:20,7/11/2024 10:21
716,MOD,Buy,Market,77,77,0,109,0,0,7/11/2024 10:31,7/11/2024 10:32
717,NRIX,Buy,Market,383,383,0,21.97,0,0,7/11/2024 10:31,7/11/2024 10:32
722,BCRX,Buy,Market,1237,1237,0,6.85,0,0,7/11/2024 10:38,7/11/2024 10:39
724,BCRX,Sell,Limit,618,618,0,7.69,0,7.69,7/11/2024 10:39,7/25/2024 11:54
725,DAKT,Buy,Market,608,608,0,13.96,0,0,7/11/2024 10:57,7/11/2024 10:58
728,MMYT,Sell,Market,92,92,0,86.58,0,0,7/12/2024 9:31,7/12/2024 9:32
729,ASTS,Buy,Market,693,693,0,12.53,0,0,7/12/2024 10:40,7/12/2024 10:41
732,FIP,Sell,Market,883,883,0,9.16,0,0,7/15/2024 9:31,7/15/2024 9:33
733,CDNA,Buy,Market,550,550,0,16.6,0,0,7/16/2024 9:33,7/16/2024 9:34
735,CDNA,Sell,Limit,275,275,0,19.68,0,19.68,7/16/2024 9:34,7/31/2024 14:19
736,ARLO,Buy,Market,523,523,0,17.44,0,0,7/16/2024 9:35,7/16/2024 9:36
737,ARLO,Sell,Stop,523,523,0,16.56,16.56,0,7/16/2024 9:36,7/17/2024 9:31
739,MOD,Sell,Market,77,77,0,108,0,0,7/18/2024 9:31,7/18/2024 9:32
740,ARQT,Sell,Market,809,809,0,10.3,0,0,7/18/2024 9:31,7/18/2024 9:32
741,HIMX,Sell,Market,1015,1015,0,7.78,0,0,7/18/2024 9:31,7/18/2024 9:32
742,RGS,Buy,Market,391,391,0,22.67,0,0,7/18/2024 9:58,7/18/2024 9:59
744,RGS,Sell,Limit,196,196,0,28.35,0,28.31,7/18/2024 9:59,7/19/2024 14:54
745,CVNA,Sell,Market,62,62,0,129.7,0,0,7/19/2024 9:31,7/19/2024 9:32
746,GDS,Sell,Market,413,413,0,11.49,0,0,7/19/2024 9:31,7/19/2024 9:32
747,AMSC,Sell,Market,155,155,0,25.72,0,0,7/19/2024 9:31,7/19/2024 9:32
748,ASTS,Sell,Market,693,693,0,12.3,0,0,7/19/2024 9:31,7/19/2024 9:32
750,ENVX,Sell,Market,278,278,0,15.85,0,0,7/19/2024 9:31,7/19/2024 9:32
751,EWTX,Sell,Market,414,414,0,21.29,0,0,7/19/2024 9:31,7/19/2024 9:32
752,MIRM,Sell,Market,116,116,0,37.44,0,0,7/19/2024 9:31,7/19/2024 9:32
753,NRIX,Sell,Market,383,383,0,21.37,0,0,7/19/2024 9:31,7/19/2024 9:32
754,SMR,Sell,Market,328,328,0,12.58,0,0,7/19/2024 9:31,7/19/2024 9:32
749,CRBP,Sell,Market,158,158,0,53.35,0,0,7/19/2024 9:31,7/19/2024 9:33
755,KOSS,Buy,Market,767,767,0,11.19,0,0,7/19/2024 11:51,7/19/2024 11:52
756,KOSS,Sell,Stop,767,767,0,8.82,8.82,0,7/19/2024 11:52,7/19/2024 15:00
758,INOD,Sell,Market,256,256,0,18.19,0,0,7/22/2024 9:31,7/22/2024 9:32
759,WGS,Sell,Market,280,280,0,31.87,0,0,7/22/2024 9:31,7/22/2024 9:32
760,JMIA,Buy,Market,642,642,0,13.37,0,0,7/22/2024 11:14,7/22/2024 11:15
761,JMIA,Sell,Stop,642,642,0,12.01,12.01,0,7/22/2024 11:15,7/24/2024 14:41
763,APEI,Buy,Market,441,441,0,19.82,0,0,7/24/2024 10:49,7/24/2024 10:50
766,AOSL,Sell,Market,107,107,0,43.34,0,0,7/25/2024 9:31,7/25/2024 9:32
767,ASTS,Buy,Market,603,603,0,14.5,0,0,7/25/2024 9:52,7/25/2024 9:53
769,ASTS,Sell,Limit,302,302,0,18.15,0,18.15,7/25/2024 9:53,7/26/2024 9:39
770,CDMO,Buy,Market,891,891,0,9.91,0,0,7/25/2024 12:16,7/25/2024 12:17
773,NVAX,Buy,Market,530,530,0,16.68,0,0,7/25/2024 12:21,7/25/2024 12:22
774,NVAX,Sell,Stop,530,530,0,14.36,15.03,0,7/25/2024 12:22,7/30/2024 9:31
776,HUMA,Buy,Market,1041,1041,0,8.62,0,0,7/26/2024 9:38,7/26/2024 9:39
777,HUMA,Sell,Stop,1041,1041,0,7.8,7.81,0,7/26/2024 9:39,7/29/2024 9:33
780,DAKT,Sell,Market,608,608,0,14.7,0,0,7/30/2024 9:31,7/30/2024 9:33
779,APEI,Sell,Market,441,441,0,19.92,0,0,7/30/2024 9:31,7/30/2024 9:35
781,BCRX,Sell,Market,619,619,0,7.45,0,0,7/31/2024 9:31,7/31/2024 9:32
782,EBS,Sell,Market,560,560,0,12.11,0,0,7/31/2024 9:31,7/31/2024 9:32
783,RGS,Sell,Market,195,195,0,25.27,0,0,7/31/2024 9:31,7/31/2024 9:32
784,TWST,Sell,Market,81,81,0,56.7,0,0,7/31/2024 9:31,7/31/2024 9:32
785,HUMA,Buy,Market,1007,1007,0,8.59,0,0,7/31/2024 9:48,7/31/2024 9:49
786,HUMA,Sell,Stop,1007,1007,0,7.38,7.83,0,7/31/2024 9:49,8/5/2024 9:31
788,KYMR,Buy,Market,192,192,0,45.34,0,0,7/31/2024 12:53,7/31/2024 12:54
789,KYMR,Sell,Stop,192,192,0,41.53,42.52,0,7/31/2024 12:54,8/2/2024 9:31
791,ZETA,Buy,Market,358,358,0,24.47,0,0,8/1/2024 9:34,8/1/2024 9:35
792,ZETA,Sell,Stop,358,358,0,23.29,23.29,0,8/1/2024 9:35,8/1/2024 12:48
794,ZETA,Buy,Market,371,371,0,23.55,0,0,8/1/2024 12:53,8/1/2024 12:54
795,ZETA,Sell,Stop,371,371,0,22.33,22.41,0,8/1/2024 12:54,8/2/2024 9:31
797,CDMO,Sell,Market,891,891,0,10.42,0,0,8/8/2024 9:31,8/8/2024 9:32
798,CDMO,Buy,Market,793,793,0,10.95,0,0,8/9/2024 11:05,8/9/2024 11:06
799,CDMO,Sell,Stop,793,793,0,10.28,10.28,0,8/9/2024 11:06,8/14/2024 12:25
801,ASTS,Sell,Market,301,301,0,19.93,0,0,8/13/2024 9:31,8/13/2024 9:32
802,CVNA,Buy,Market,61,61,0,141.33,0,0,8/13/2024 9:39,8/13/2024 9:40
805,OMCL,Buy,Market,209,209,0,41.41,0,0,8/13/2024 10:56,8/13/2024 10:57
808,RKT,Buy,Market,466,466,0,18.55,0,0,8/13/2024 10:58,8/13/2024 10:59
811,ASTS,Buy,Market,379,379,0,22.85,0,0,8/15/2024 9:35,8/15/2024 9:36
813,ASTS,Sell,Limit,190,190,0,30.69,0,30.69,8/15/2024 9:36,8/15/2024 12:59
814,REAX,Buy,Market,1426,1426,0,6.07,0,0,8/15/2024 9:56,8/15/2024 9:57
817,RVLV,Buy,Market,367,367,0,23.88,0,0,8/15/2024 11:03,8/15/2024 11:04
820,PTGX,Buy,Market,214,214,0,41.35,0,0,8/16/2024 12:02,8/16/2024 12:03
823,TGTX,Buy,Market,405,405,0,21.94,0,0,8/16/2024 12:18,8/16/2024 12:19
826,WIX,Buy,Market,54,54,0,164.92,0,0,8/16/2024 15:20,8/16/2024 15:21
829,OCUL,Buy,Market,1069,1069,0,8.46,0,0,8/19/2024 9:56,8/19/2024 9:57
832,CYH,Buy,Market,1770,1770,0,5.13,0,0,8/19/2024 10:12,8/19/2024 10:13
835,NRIX,Buy,Market,399,399,0,22.8,0,0,8/19/2024 11:53,8/19/2024 11:54
838,AGIO,Buy,Market,197,197,0,45.92,0,0,8/21/2024 11:28,8/21/2024 11:29
839,AGIO,Sell,Stop,197,197,0,44.26,44.26,0,8/21/2024 11:29,8/28/2024 11:33
841,CYH,Sell,Market,1770,1770,0,4.98,0,0,8/22/2024 9:31,8/22/2024 9:32
842,TBBK,Buy,Market,179,179,0,50.95,0,0,8/22/2024 9:40,8/22/2024 9:41
843,TBBK,Sell,Stop,179,179,0,49.41,49.41,0,8/22/2024 9:41,8/22/2024 15:54
845,YOU,Buy,Market,317,317,0,28.56,0,0,8/22/2024 10:24,8/22/2024 10:25
848,REAX,Sell,Market,1426,1426,0,6.13,0,0,8/23/2024 9:31,8/23/2024 9:32
849,LUMN,Buy,Market,1377,1377,0,6.57,0,0,8/23/2024 9:41,8/23/2024 9:42
850,LUMN,Sell,Stop,1377,1377,0,5.7,5.75,0,8/23/2024 9:42,8/27/2024 9:31
852,LTH,Buy,Market,370,370,0,24.38,0,0,8/23/2024 10:02,8/23/2024 10:03
855,CYH,Buy,Market,1792,1792,0,5.07,0,0,8/23/2024 10:12,8/23/2024 10:13
857,CYH,Sell,Limit,896,896,0,5.74,0,5.74,8/23/2024 10:13,9/6/2024 14:46
858,KNSA,Buy,Market,339,339,0,26.7,0,0,8/23/2024 10:15,8/23/2024 10:17
861,MIRM,Buy,Market,216,216,0,42.26,0,0,8/26/2024 10:16,8/26/2024 10:17
864,TGTX,Sell,Market,405,405,0,23.1,0,0,8/28/2024 9:31,8/28/2024 9:32
865,ASTS,Sell,Market,189,189,0,30.16,0,0,8/28/2024 9:31,8/28/2024 9:32
866,RVLV,Sell,Market,367,367,0,23.16,0,0,8/28/2024 9:31,8/28/2024 9:32
867,CHWY,Buy,Market,320,320,0,28.1,0,0,8/28/2024 9:39,8/28/2024 9:40
