Index,Symbol,Direction,Entry Price,Entry Date/Time (E),Exit Date/Time (E),Status,Current Price,Exit Price,Entry Qty,Qty,SL,TP,Exit Qty,Change,Change %,Ticks/Pips,Account PnL,PnL,PnL %,MFE,MAE
405,OKLO,Long,25.18,1/3/2025 10:35,1/13/2025 11:58,Closed,0,21.72,583,0,0,0,583,-3.46,-13.74,-346,-2017.18,-2017.18,-13.74,6.73,-3.46
406,APP,Long,351.05,1/3/2025 12:03,1/7/2025 9:57,Closed,0,329.7,43,0,0,0,43,-21.35,-6.08,-2135,-918.05,-918.05,-6.08,11.4,-21.35
407,SKYT,Long,16.14,1/6/2025 9:34,1/8/2025 9:31,Closed,0,13.4,956,0,0,0,956,-2.74,-16.98,-274,-2619.44,-2619.44,-16.98,0.8,-2.74
408,AVGO,Long,239.74,1/6/2025 9:38,1/7/2025 9:59,Closed,0,230.98,65,0,0,0,65,-8.76,-3.65,-876,-569.4,-569.4,-3.65,2.01,-8.76
409,QUBT,Long,19.34,1/6/2025 9:43,1/8/2025 9:31,Closed,0,11.7,816,0,0,0,816,-7.64,-39.5,-764,-6234.24,-6234.24,-39.5,1.02,-7.64
410,DXYZ,Long,66.4,1/6/2025 9:45,1/7/2025 9:34,Closed,0,59.35,237,0,0,0,237,-7.05,-10.62,-705,-1670.85,-1670.85,-10.62,0.6,-7.05
411,LAES,Long,9.46,1/6/2025 9:45,1/8/2025 9:31,Closed,0,4.98,1573,0,0,0,1573,-4.48,-47.36,-448,-7047.04,-7047.04,-47.36,0.01,-4.48
412,REAL,Long,10.18,1/7/2025 9:40,1/7/2025 10:18,Closed,0,9.26,1452,0,0,0,1452,-0.92,-9.04,-92,-1335.84,-1335.84,-9.04,0.08,-0.92
413,DJT,Long,37.51,1/13/2025 10:02,1/21/2025 9:36,Closed,0,39.31,319,0,0,0,319,-1.79,-4.77,-179,572.99,572.99,4.79,5.95,-1.79
414,GH,Long,37.53,1/13/2025 10:57,12/31/9999 18:59,Open,46.95,43.18,321,161,0,0,160,9.42,25.1,942,2420.62,2420.62,20.09,13.36,-1.71
415,HOOD,Long,43.23,1/14/2025 10:22,12/31/9999 18:59,Open,51.94,49.93,277,139,0,0,138,8.71,20.15,871,2135.29,2135.29,17.83,10.28,-1.57
416,MSTR,Long,385.4,1/17/2025 9:34,1/24/2025 15:42,Closed,0,354.13,31,0,0,0,31,-31.27,-8.11,-3127,-969.37,-969.37,-8.11,19.02,-31.27
417,HSAI,Long,15.87,1/17/2025 11:38,1/24/2025 9:32,Closed,0,15.77,757,0,0,0,757,-0.1,-0.63,-10,-75.7,-75.7,-0.63,0.56,-1.24
418,OKLO,Long,26.6,1/17/2025 11:39,12/31/9999 18:59,Open,41.57,36.45,452,226,0,0,226,14.97,56.28,1497,5609.32,5609.32,46.65,18.63,-0.85
419,ADTN,Long,10.58,1/21/2025 9:34,1/27/2025 9:32,Closed,0,10.05,1144,0,0,0,1144,-0.53,-5.01,-53,-606.32,-606.32,-5.01,0.65,-0.53
420,LUNR,Long,20.48,1/21/2025 9:34,1/30/2025 9:32,Closed,0,21.28,590,0,0,0,590,0.8,3.91,80,472,472,3.91,4.47,-0.71
421,RKLB,Long,27.36,1/21/2025 9:34,1/31/2025 9:32,Closed,0,28.39,441,0,0,0,441,1.03,3.76,103,454.23,454.23,3.76,5.98,-0.18
422,VNET,Long,6.06,1/21/2025 9:37,12/31/9999 18:59,Open,6.94,7.29,1995,997,0,0,998,0.88,14.52,88,2104.9,2104.9,17.41,2.08,-0.05
423,RBRK,Long,70.84,1/21/2025 10:24,12/31/9999 18:59,Open,73.33,NaN,171,171,0,0,0,2.49,3.51,249,425.79,425.79,3.51,6.38,-3.44
424,RDDT,Long,182.14,1/21/2025 10:26,1/27/2025 9:33,Closed,0,171.14,66,0,0,0,66,-11,-6.04,-1100,-726,-726,-6.04,8.86,-11
425,PDYN,Long,11.22,1/22/2025 9:37,1/23/2025 14:03,Closed,0,9.07,1098,0,0,0,1098,-2.15,-19.16,-215,-2360.7,-2360.7,-19.16,0.64,-2.15
426,EOSE,Long,6.2,1/23/2025 15:17,1/28/2025 10:48,Closed,0,5.55,1998,0,0,0,1998,-0.65,-10.48,-65,-1298.7,-1298.7,-10.48,0.44,-0.65
427,LX,Long,6.91,1/24/2025 9:34,12/31/9999 18:59,Open,7.89,7.95,1813,907,0,0,906,0.98,14.18,98,1831.1,1831.1,14.62,1.59,-0.04
428,BKSY,Long,13,1/24/2025 9:35,12/31/9999 18:59,Open,14.99,16.31,966,483,0,0,483,1.99,15.31,199,2559.9,2559.9,20.38,4.39,-0.36
429,OPFI,Long,12.59,1/24/2025 9:52,1/27/2025 9:35,Closed,0,11.28,1000,0,0,0,1000,-1.31,-10.41,-131,-1310,-1310,-10.41,0.26,-1.31
430,RUM,Long,13.68,1/24/2025 10:33,1/27/2025 12:13,Closed,0,12.33,924,0,0,0,924,-1.35,-9.87,-135,-1247.4,-1247.4,-9.87,0.51,-1.35
431,SERV,Long,20.76,1/24/2025 10:54,1/27/2025 9:31,Closed,0,17.9,609,0,0,0,609,-2.86,-13.78,-286,-1741.74,-1741.74,-13.78,0.47,-2.86
432,HUT,Long,27.65,1/24/2025 12:54,1/27/2025 9:31,Closed,0,23.81,459,0,0,0,459,-3.84,-13.89,-384,-1762.56,-1762.56,-13.89,0.17,-3.84
433,OPFI,Long,13.27,1/28/2025 9:35,12/31/9999 18:59,Open,13.72,NaN,905,905,0,0,0,0.45,3.39,45,407.25,407.25,3.39,1.58,-0.34
434,RDDT,Long,191.16,1/28/2025 9:55,12/31/9999 18:59,Open,199.42,NaN,62,62,0,0,0,8.26,4.32,826,512.12,512.12,4.32,17.46,-2.04
435,SEMR,Long,17.12,1/28/2025 10:18,12/31/9999 18:59,Open,17.44,NaN,707,707,0,0,0,0.32,1.87,32,226.24,226.24,1.87,0.83,-0.01
436,ROOT,Long,90.13,1/29/2025 15:11,12/31/9999 18:59,Open,97.56,NaN,135,135,0,0,0,7.43,8.24,743,1003.05,1003.05,8.24,10.85,-1.43
437,TEM,Long,56.49,1/30/2025 10:36,12/31/9999 18:59,Open,57.4,NaN,217,217,0,0,0,0.91,1.61,91,197.47,197.47,1.61,5.66,-2.88
438,GRAL,Long,30.16,1/30/2025 13:36,12/31/9999 18:59,Open,30.25,NaN,408,408,0,0,0,0.09,0.3,9,36.72,36.72,0.3,2.49,-2.31
439,RDW,Long,24.9,1/31/2025 9:38,12/31/9999 18:59,Open,23.84,NaN,496,496,0,0,0,-1.06,-4.26,-106,-525.76,-525.76,-4.26,1.76,-1.35
440,LUNR,Long,23.5,1/31/2025 10:28,12/31/9999 18:59,Open,21.68,NaN,528,528,0,0,0,-1.82,-7.74,-182,-960.96,-960.96,-7.74,0.39,-1.86
441,ACHR,Long,10.01,1/31/2025 10:29,1/31/2025 15:12,Closed,0,9.24,1239,0,0,0,1239,-0.77,-7.69,-77,-954.03,-954.03,-7.69,0.17,-0.77
442,REAL,Long,10.02,1/31/2025 12:53,1/31/2025 15:10,Closed,0,9.46,1243,0,0,0,1243,-0.56,-5.59,-56,-696.08,-696.08,-5.59,0.12,-0.56
