Index,Symbol,Direction,Entry Price,Entry Date/Time (E),Exit Date/Time (E),Status,Current Price,Exit Price,Entry Qty,Qty,SL,TP,Exit Qty,Change,Change %,Ticks/Pips,Account PnL,PnL,PnL %,MFE,MAE
0,STTK,Long,7.86,1/2/2024 12:40,1/17/2024 9:32,Closed,0,8.35,635,0,0,0,635,0.49,6.23,49,311.15,311.15,6.23,2.8,-0.88
1,IOVA,Long,8.38,1/5/2024 13:38,1/17/2024 9:32,Closed,0,8.07,596,0,0,0,596,-0.31,-3.7,-31,-184.76,-184.76,-3.7,1.93,-0.32
2,TREE,Long,32,1/8/2024 9:34,1/11/2024 11:30,Closed,0,30.4,155,0,0,0,155,-1.6,-5,-160,-248,-248,-5,3.97,-1.6
3,ARDX,Long,6.85,1/8/2024 9:36,1/19/2024 9:32,Closed,0,7.85,733,0,0,0,733,1.21,17.66,121,729.55,729.55,14.53,2.53,-0.13
4,NKTX,Long,6.33,1/8/2024 9:41,1/19/2024 9:32,Closed,0,8.7,794,0,0,0,794,2.01,31.75,201,1885.75,1885.75,37.52,5.29,-0.04
5,CABA,Long,23.07,1/8/2024 10:19,1/10/2024 13:02,Closed,0,21.93,222,0,0,0,222,-1.14,-4.94,-114,-253.08,-253.08,-4.94,1.55,-1.14
6,CCCC,Long,6.87,1/8/2024 13:16,1/18/2024 9:32,Closed,0,6.55,764,0,0,0,764,-0.32,-4.66,-32,-244.48,-244.48,-4.66,1.55,-0.53
7,CLDX,Long,40.5,1/8/2024 14:44,1/10/2024 10:55,Closed,0,38.99,130,0,0,0,130,-1.51,-3.73,-151,-196.3,-196.3,-3.73,1.14,-1.51
8,MARA,Long,26.87,1/10/2024 12:52,1/11/2024 10:50,Closed,0,23.29,196,0,0,0,196,-3.58,-13.32,-358,-701.68,-701.68,-13.32,2.31,-3.58
9,ZIMV,Long,18.09,1/10/2024 13:05,1/12/2024 12:01,Closed,0,17.19,291,0,0,0,291,-0.9,-4.98,-90,-261.9,-261.9,-4.98,0.23,-0.9
10,CRSP,Long,63.75,1/11/2024 9:55,1/17/2024 13:20,Closed,0,60.57,82,0,0,0,82,-3.18,-4.99,-318,-260.76,-260.76,-4.99,3.33,-3.18
11,KURA,Long,15.57,1/11/2024 14:37,1/16/2024 9:31,Closed,0,14.94,334,0,0,0,334,-0.63,-4.05,-63,-210.42,-210.42,-4.05,0.39,-0.63
12,TWST,Long,37.57,1/12/2024 9:48,1/16/2024 9:31,Closed,0,35.29,139,0,0,0,139,-2.28,-6.07,-228,-316.92,-316.92,-6.07,0.16,-2.28
13,MRUS,Long,33.43,1/19/2024 10:29,3/7/2024 9:33,Closed,0,43.99,149,0,0,0,149,14.92,44.63,1492,1573.36,1573.36,31.59,18.61,-0.03
14,VKTX,Long,22.11,1/19/2024 10:53,1/25/2024 9:32,Closed,0,21.7,226,0,0,0,226,-0.41,-1.85,-41,-92.66,-92.66,-1.85,1.65,-1.28
15,ACLX,Long,57.32,1/22/2024 9:35,2/9/2024 9:35,Closed,0,63.12,87,0,0,0,87,4.58,7.99,458,504.5,504.5,10.12,10.2,-2.32
16,IOT,Long,33.93,1/22/2024 9:35,1/23/2024 10:25,Closed,0,32.52,147,0,0,0,147,-1.41,-4.16,-141,-207.27,-207.27,-4.16,1.25,-1.41
17,ARCT,Long,33.4,1/22/2024 9:36,1/25/2024 9:32,Closed,0,32.9,148,0,0,0,148,-0.5,-1.5,-50,-74,-74,-1.5,1.58,-1.35
18,KYMR,Long,28.88,1/22/2024 9:54,3/6/2024 9:38,Closed,0,38.96,174,0,0,0,174,13.74,47.58,1374,1753.92,1753.92,34.9,16.43,-0.75
19,EYPT,Long,23.46,1/22/2024 11:01,2/15/2024 9:32,Closed,0,29.11,213,0,0,0,213,5.84,24.89,584,1203.64,1203.64,24.09,7.53,-0.84
20,ZJYL,Long,6.83,1/23/2024 12:36,2/8/2024 9:32,Closed,0,13,743,0,0,0,743,7.27,106.44,727,4583.21,4583.21,90.32,8.57,-0.08
21,OSCR,Long,11.82,1/24/2024 9:35,2/23/2024 9:32,Closed,0,16.68,438,0,0,0,438,4.12,34.86,412,2130.87,2130.87,41.16,6.73,-0.32
22,TNGX,Long,11.81,1/24/2024 9:40,2/9/2024 9:36,Closed,0,11.89,439,0,0,0,439,0.08,0.68,8,35.12,35.12,0.68,1.19,-0.57
23,RYTM,Long,43.65,1/24/2024 12:53,2/21/2024 9:32,Closed,0,49.66,118,0,0,0,118,4.93,11.29,493,709.77,709.77,13.78,8.92,-0.45
24,ARDX,Long,9.1,1/26/2024 9:37,2/1/2024 9:32,Closed,0,8.82,581,0,0,0,581,-0.28,-3.08,-28,-162.68,-162.68,-3.08,0.35,-0.4
25,EOLS,Long,12.88,1/29/2024 9:34,2/21/2024 9:32,Closed,0,13.16,402,0,0,0,402,0.28,2.17,28,112.56,112.56,2.17,1.22,-0.28
26,PRCT,Long,47.38,1/29/2024 10:14,2/1/2024 9:34,Closed,0,46.82,110,0,0,0,110,-0.56,-1.18,-56,-61.6,-61.6,-1.18,1.4,-1.22
27,GTLB,Long,71.66,1/29/2024 10:31,2/7/2024 9:32,Closed,0,71.51,73,0,0,0,73,-0.15,-0.21,-15,-10.95,-10.95,-0.21,3.5,-2.71
28,PTGX,Long,25.64,1/29/2024 10:33,2/7/2024 9:32,Closed,0,27.47,204,0,0,0,204,0.04,0.16,4,372.3,372.3,7.12,4.01,-0.73
29,ARVN,Long,40.31,1/31/2024 9:37,2/22/2024 9:32,Closed,0,47.48,130,0,0,0,130,8.21,20.37,821,932.1,932.1,17.79,12.77,-0.14
30,AMCX,Long,19.01,1/31/2024 12:58,1/31/2024 15:45,Closed,0,18.19,281,0,0,0,281,-0.82,-4.31,-82,-230.42,-230.42,-4.31,0.26,-0.82
31,RXST,Long,48.1,2/1/2024 10:36,2/2/2024 11:37,Closed,0,46.44,110,0,0,0,110,-1.66,-3.45,-166,-182.6,-182.6,-3.45,2.1,-1.66
32,NKTX,Long,9.7,2/1/2024 11:13,2/6/2024 9:32,Closed,0,8.96,548,0,0,0,548,-0.74,-7.63,-74,-405.52,-405.52,-7.63,1.42,-0.83
33,NTRA,Long,67.22,2/1/2024 11:38,2/2/2024 9:51,Closed,0,64.93,79,0,0,0,79,-2.29,-3.41,-229,-180.91,-180.91,-3.41,1.39,-2.29
34,FSLY,Long,21.48,2/2/2024 11:40,2/15/2024 9:31,Closed,0,21.26,250,0,0,0,250,-3.41,-15.88,-341,-56.25,-56.25,-1.05,4.39,-3.41
35,SANA,Long,6,2/5/2024 15:41,3/8/2024 9:32,Closed,0,8.61,901,0,0,0,901,3.87,64.5,387,2352.87,2352.87,43.52,6,-0.16
36,ARCT,Long,35.68,2/6/2024 9:47,2/20/2024 9:32,Closed,0,36.31,152,0,0,0,152,0.63,1.77,63,95.76,95.76,1.77,6,-0.04
37,PRAX,Long,45.26,2/6/2024 13:50,2/14/2024 9:36,Closed,0,42,119,0,0,0,119,-3.26,-7.2,-326,-387.94,-387.94,-7.2,3.04,-3.97
38,S,Long,28.62,2/7/2024 9:34,2/13/2024 9:31,Closed,0,27.35,189,0,0,0,189,-1.27,-4.44,-127,-240.03,-240.03,-4.44,1.7,-1.27
39,LQDA,Long,13.81,2/7/2024 9:56,2/20/2024 10:08,Closed,0,13,388,0,0,0,388,-0.81,-5.87,-81,-314.28,-314.28,-5.87,1.34,-0.81
40,TMDX,Long,89.1,2/7/2024 10:31,2/8/2024 9:32,Closed,0,85.92,60,0,0,0,60,-3.18,-3.57,-318,-190.8,-190.8,-3.57,1.53,-3.18
41,IOVA,Long,8.3,2/7/2024 10:32,3/6/2024 9:32,Closed,0,13.39,653,0,0,0,653,8.53,102.77,853,3320.69,3320.69,61.27,10.03,-0.34
42,VKTX,Long,26.86,2/8/2024 9:35,3/8/2024 9:32,Closed,0,54.51,209,0,0,0,209,49.78,185.33,4978,5778.1,5778.1,102.93,72.55,-0.3
43,ARDX,Long,9.48,2/8/2024 9:41,2/13/2024 14:17,Closed,0,8.99,589,0,0,0,589,-0.49,-5.17,-49,-288.61,-288.61,-5.17,0.65,-0.49
44,GTLB,Long,74.98,2/8/2024 9:50,2/13/2024 9:31,Closed,0,69.89,74,0,0,0,74,-5.09,-6.79,-509,-376.66,-376.66,-6.79,3.55,-5.09
45,VSCO,Long,27.26,2/8/2024 9:52,2/22/2024 9:32,Closed,0,28.69,204,0,0,0,204,1.43,5.25,143,291.72,291.72,5.25,3.54,-0.15
46,MOD,Long,71.1,2/8/2024 10:13,3/8/2024 9:32,Closed,0,84.86,79,0,0,0,79,16.66,23.43,1666,1086.94,1086.94,19.35,24.9,-1.98
47,NKTX,Long,10.6,2/8/2024 10:19,2/15/2024 9:32,Closed,0,10.29,534,0,0,0,534,-0.31,-2.92,-31,-165.54,-165.54,-2.92,1.6,-0.46
48,RXST,Long,49.01,2/8/2024 13:47,3/1/2024 9:32,Closed,0,55.41,115,0,0,0,115,6.69,13.65,669,735.71,735.71,13.05,9.03,-1.39
49,RNA,Long,12.75,2/9/2024 9:38,3/26/2024 9:32,Closed,0,19.66,451,0,0,0,451,10.85,85.1,1085,3114.73,3114.73,54.17,13.49,0
50,VERA,Long,39.73,2/9/2024 9:42,2/29/2024 9:33,Closed,0,48,144,0,0,0,144,8.27,20.82,827,1190.88,1190.88,20.82,10.96,-1.43
51,TWST,Long,37.84,2/9/2024 9:45,2/13/2024 10:14,Closed,0,35.43,152,0,0,0,152,-2.41,-6.37,-241,-366.32,-366.32,-6.37,2.99,-2.41
52,STNE,Long,19.1,2/9/2024 9:49,2/9/2024 11:07,Closed,0,18.42,302,0,0,0,302,-0.68,-3.56,-68,-205.36,-205.36,-3.56,0.36,-0.68
53,AAOI,Long,21.75,2/12/2024 10:12,2/13/2024 9:31,Closed,0,19.8,274,0,0,0,274,-1.95,-8.97,-195,-534.3,-534.3,-8.97,0.6,-1.95
54,TRML,Long,38.26,2/13/2024 11:19,2/21/2024 9:40,Closed,0,36.97,149,0,0,0,149,-1.29,-3.37,-129,-192.21,-192.21,-3.37,5.08,-2.63
55,KROS,Long,58.26,2/14/2024 9:37,3/7/2024 9:35,Closed,0,68.03,99,0,0,0,99,8.5,14.59,850,967.5,967.5,16.77,14.74,-2.04
56,NXT,Long,60.23,2/14/2024 9:45,2/21/2024 9:31,Closed,0,57.44,95,0,0,0,95,-2.79,-4.63,-279,-265.05,-265.05,-4.63,1.22,-2.79
57,FATE,Long,6.96,2/15/2024 10:17,3/1/2024 9:32,Closed,0,7.28,838,0,0,0,838,0.32,4.6,32,268.16,268.16,4.6,1.67,-0.5
58,KURA,Long,21.13,2/20/2024 9:34,2/20/2024 11:15,Closed,0,20.32,281,0,0,0,281,-0.81,-3.83,-81,-227.61,-227.61,-3.83,0.76,-0.81
59,CRBP,Long,25.3,2/21/2024 9:38,3/21/2024 9:35,Closed,0,35.76,232,0,0,0,232,13.38,52.89,1338,2425.56,2425.56,41.32,24.57,-1.5
60,RXRX,Long,13.42,2/22/2024 9:38,2/29/2024 9:32,Closed,0,13.3,440,0,0,0,440,-0.12,-0.89,-12,-52.8,-52.8,-0.89,2.32,-0.87
