Date,Symbol,ROC130,ADRP20
20230616,VKTX,460.64,6.14
20230616,BMEA,454.76,6.5
20230616,APLD,445.73,13.72
20230616,CVNA,410.48,15.93
20230616,SYM,334.8,9.34
20230616,INOD,291.48,10.43
20230616,GSIT,276.65,15.77
20230616,MDGL,274.14,4.52
20230616,OPRA,270.77,7.48
20230616,PTGX,256.17,4.25
20230616,AI,244.88,11.71
20230616,OSCR,222.99,6.23
20230616,TGTX,213.05,6.15
20230616,SDGR,179.85,7.78
20230616,ARLO,176.7,4.22
20230616,SMCI,169.56,6.82
20230616,MLTX,166.12,6.25
20230616,NVDA,148.66,3.71
20230616,ETNB,146.13,6.08
20230616,RIOT,137.99,7.99
20230616,INTT,135.31,6.44
20230616,IOT,132.32,5.81
20230616,TCMD,130.38,4.22
20230616,APP,130.26,4.97
20230616,RDFN,129.39,6.53
20230616,PLTR,128.93,7.44
20230616,MRNS,128.13,7.07
20230616,GGAL,124.63,5.29
20230616,DUOL,121.92,4.67
20230616,COCO,119.65,4.71
20230616,UPST,117.14,11.77
20230616,NVTS,117.13,6.63
20230616,VYGR,115.45,6.48
20230616,MORF,115.15,3.75
20230616,HUT,112.96,6.27
20230616,JOBY,112.03,7.19
20230616,INTA,111.95,4.95
20230616,IONQ,109.96,10.71
20230616,AUPH,109.35,5.09
20230616,VSTM,108.94,15.02
20230616,AZUL,108.32,5.74
20230616,ACLS,106.37,4.08
20230616,NNOX,105.23,10.1
20230616,KC,104.22,8.49
20230616,ACVA,100.91,3.56
20230616,EH,99.22,7.68
20230616,YEXT,96.96,5.83
20230616,YPF,96.62,4.17
20230616,MRUS,96.03,5.58
20230616,SOFI,95.45,7.26
20230616,MDB,95.39,4.43
20230616,STVN,94.3,3.77
20230616,IAS,93.63,3.79
20230616,VIST,93.23,4.04
20230616,TERN,92.93,7.39
20230616,ZUO,91.26,4.62
20230616,WEAV,90.28,5.99
20230616,CRNC,89.47,4.81
20230616,ELF,89,3.7
20230616,MARA,85.16,8.32
20230616,RXST,83.84,4.4
20230616,RELY,81.26,3.69
20230616,DRD,79.83,4.33
20230616,HUBS,77.44,3.53
20230616,ASAN,75.63,6.14
20230616,CUK,75.12,3.98
20230616,CCL,74.97,4.18
20230616,ALDX,73.03,5.66
20230616,NEXT,72.79,6.86
20230616,FSLY,72.76,5.59
20230616,QTRX,72.16,6.19
20230616,CXM,71.93,3.86
20230616,RRGB,71.31,6.15
20230616,VRNA,70.8,4.41
20230616,EVLV,70.75,6.67
20230616,AMD,70.4,4.29
20230616,FLNC,70.13,6.78
20230616,GLBE,69.14,5.58
20230616,BLBD,68.67,6.58
20230616,AVDL,68.49,4.83
20230616,DKNG,67.76,4.37
20230616,ONON,67.49,3.95
20230616,SHOP,67.47,4.94
20230616,BORR,65.62,4.13
20230616,ACLX,65.13,5.32
20230616,LNTH,64.96,4.23
20230616,MNDY,64.67,5.22
20230616,ACAD,64.52,3.67
20230616,WW,64.22,6.21
20230616,AVGO,63.46,3.76
20230616,AMTX,63.36,18.8
20230616,KRYS,63.23,5.2
20230616,SGH,62.28,4.21
20230616,RIG,62.24,4.89
20230616,ASRT,61.62,4.61
20230616,BRZE,59.93,5.15
20230616,EXPI,59.5,5.8
20230616,RMBS,59.44,3.68
20230616,LFST,59.15,3.94
20230616,ATEC,59.07,4.36
