Date,Symbol,ROC65,ADRP20
20240126,ZJYL,1793.62,36.3
20240126,CRBP,415.56,13.63
20240126,NKTX,367.86,14.44
20240126,LBPH,326.19,11.97
20240126,EYPT,317.51,7.9
20240126,CCCC,296.38,12.11
20240126,ALT,293.67,10.84
20240126,HMST,225.11,5.43
20240126,TREE,221.72,7.23
20240126,DYN,217.72,11.36
20240126,GCT,208.67,12.67
20240126,VERA,205.16,9.55
20240126,RVSN,204.49,30.15
20240126,KYMR,174.03,7.28
20240126,MGNX,166.53,6.41
20240126,DJT,162.05,12.48
20240126,ARVN,155.23,4.79
20240126,ARDX,155.21,6.68
20240126,CYTK,153.88,8.18
20240126,BFRG,150.53,14.48
20240126,OSCR,149.9,6.2
20240126,AFRM,148.44,5.93
20240126,SYRE,147.75,9.59
20240126,EWTX,145.47,9.33
20240126,INBX,144.47,6.36
20240126,RNA,138.42,6.92
20240126,KURA,134.42,5.79
20240126,PRAX,131.17,12.67
20240126,AMSC,124.27,6.96
20240126,RAPT,119.53,5.91
20240126,TMDX,116.88,4.56
20240126,XMTR,116.87,5.38
20240126,AUTL,112.9,8.33
20240126,FFWM,111.86,5.48
20240126,RXST,111.4,4.25
20240126,KROS,111.14,6.45
20240126,TWST,110.7,6.55
20240126,AAOI,110.53,10.33
20240126,IOVA,106.25,7.85
20240126,BTDR,104.3,15.18
20240126,PI,103.1,4.27
20240126,RYTM,100.68,6.56
20240126,VKTX,100.28,7.19
20240126,CENX,99.66,5.01
20240126,IMNM,95.96,9.11
20240126,TARS,94.86,4.62
20240126,SANA,94.66,13.4
20240126,SLNO,94.17,5.93
20240126,LQDA,94.1,5.95
20240126,ACLX,94.07,4.63
20240126,SWTX,91.03,4.72
20240126,PHR,89.28,4.62
20240126,MARA,88.49,13.73
20240126,CTKB,88.44,5.44
20240126,CMPS,87.22,8.68
20240126,SMCI,86.68,7.4
20240126,HPP,86.57,4.61
20240126,AMD,84.52,4.19
20240126,CDNA,84.08,7.93
20240126,BLFS,83.42,6.26
20240126,MDGL,83.13,5.46
20240126,GGAL,79.73,4.52
20240126,ACCD,79.2,6.39
20240126,PTGX,76.93,5.56
20240126,BMA,76.85,4.97
20240126,PRCT,76.01,4.56
20240126,RXRX,74.64,9.06
20240126,CABA,73.93,6.05
20240126,CLSK,73.38,11.94
20240126,SNDX,70.2,4.08
20240126,FDMT,68.76,5.87
20240126,INFN,67.87,4.84
20240126,SBGI,67.86,5.94
20240126,ARCT,67.56,6.02
20240126,MRUS,67.52,5.49
20240126,LOVE,64.84,4.11
20240126,GTLB,64.09,4.16
20240126,NTRA,63.35,4.18
20240126,BHVN,62.35,5.55
20240126,GTN,62.09,4.09
20240126,SRRK,61.97,6.57
20240126,SLG,61.21,4.21
20240126,COIN,60.95,7.36
20240126,AMCX,59.79,4.38
20240126,ZIM,58.3,8.47
20240126,PSFE,57.93,4.74
20240126,XRX,57.44,4.11
20240126,METC,57.11,6.48
20240126,RCKT,56.77,4.68
20240126,TNGX,56.66,6.91
20240126,CRSP,55.72,4.67
20240126,CLDX,55.62,4.82
20240126,RGEN,55.44,4.01
20240126,CAMT,54.4,4.14
20240126,EOLS,53.27,4.82
20240126,IMCR,51.67,4.79
20240126,MYGN,51.26,4.22
20240126,SBH,49.88,4.29
20240126,IRON,48.95,5.55
20240126,BYON,48.69,4.72
