Date,Symbol,ROC130,ADRP20
20200904,BYON,1012.21,11.84
20200904,VVPR,955.45,24.74
20200904,TUP,691.7,7.49
20200904,NVAX,673.13,11.57
20200904,MCRB,640.56,13.34
20200904,WKHS,591.58,9.4
20200904,KIRK,500,20.12
20200904,BFX,348.52,9.14
20200904,RMBL,342.1,12.53
20200904,NIO,337.47,8.92
20200904,PRTS,330.12,10.01
20200904,W,322.44,6.14
20200904,CLDX,312.36,7.4
20200904,CZR,301.69,5.79
20200904,FSLY,294.92,8.51
20200904,EXPI,289.31,9.96
20200904,APPS,275.4,9.74
20200904,NKLA,243.48,7.81
20200904,LOVE,231.91,7.14
20200904,ZM,227.02,6.28
20200904,CELH,225.26,8.39
20200904,FVRR,224.05,6.88
20200904,CYRX,207.86,7.78
20200904,SE,200.06,5.84
20200904,UNFI,199.33,5.24
20200904,MGNX,197.64,6.29
20200904,PTON,188.79,5.83
20200904,GOGO,182.82,13.39
20200904,TSLA,181.3,7.12
20200904,HEAR,177.02,5.84
20200904,RRC,171.48,6.17
20200904,ARCT,171.35,9.65
20200904,PLUG,169.72,8.01
20200904,VERI,164.14,9.12
20200904,GRWG,162.73,12.82
20200904,BIG,159.58,5.6
20200904,PTGX,159.09,6.67
20200904,BLNK,157.03,12.01
20200904,PSNL,155.54,7.89
20200904,VBIV,155.38,12
20200904,ZS,154.53,4.64
20200904,RUN,154.24,7.21
20200904,EQT,152.63,4.97
20200904,VSTO,149.66,6.04
20200904,BGFV,148.7,8.78
20200904,DOCU,145.86,6.02
20200904,FUTU,145.08,5.97
20200904,IRTC,141.34,5.3
20200904,TRVN,138.03,11.22
20200904,SVM,137.72,5.64
20200904,BAND,131.36,4.18
20200904,OMI,131.29,5.73
20200904,SPWH,129.25,7.39
20200904,FSM,127.21,5.38
20200904,CVNA,127.05,5.63
20200904,PDD,126.71,5.03
20200904,SWBI,123.92,8.65
20200904,ACMR,123.9,5.76
20200904,IMVT,122.63,6.76
20200904,ATOM,122.39,8.62
20200904,DKNG,122.09,7.62
20200904,LPCN,120.62,11.22
20200904,NIU,119.43,6.46
20200904,CRNC,117.98,6.18
20200904,MESO,115.74,8.11
20200904,DRD,115.41,5.02
20200904,TRUP,114.53,5.14
20200904,LL,114.3,6.55
20200904,CALX,113.03,5.93
20200904,JMIA,112.28,11.21
20200904,CRWD,111.72,5.68
20200904,CHWY,111.48,6.11
20200904,MRNA,109.5,5.47
20200904,TWLO,109.45,4.43
20200904,DY,107.43,4.92
20200904,GRNQ,105.76,18.81
20200904,AQST,105.4,7.92
20200904,PLMR,103.06,4.02
20200904,GFI,102.74,4.74
20200904,LAD,102,4.24
20200904,KNDI,101.28,9.23
20200904,LPSN,99.85,4.6
20200904,SHOP,99.22,4.95
20200904,DOMO,97.64,6.99
20200904,HL,97.17,6.05
20200904,SSSS,96.97,5.48
20200904,CNX,96.82,4.97
20200904,TWST,96.74,5.99
20200904,GOTU,94.48,7.43
20200904,SPWR,94.22,8.01
20200904,KODK,93.65,17.6
20200904,KURA,92.04,4.36
20200904,PENN,91.89,6.46
20200904,QDEL,91.27,9.03
20200904,ETSY,90.41,5.03
20200904,SOHU,90.41,6.13
20200904,PACB,88.08,6.6
20200904,VEEV,87.15,3.6
20200904,WIX,86.34,5.11
20200904,IMUX,85.41,8.54
