Date,Symbol,ROC20,ADRP20
20240405,CADL,322.93,15.86
20240405,CZOO,321.53,32.25
20240405,VVPR,255.62,13.53
20240405,CGC,233.77,18.3
20240405,VERI,191.96,24.12
20240405,MESO,169.77,12.69
20240405,ACB,108.49,15.12
20240405,NN,92.8,10.66
20240405,SIGA,86.83,7.53
20240405,ROOT,81.12,12.46
20240405,OUST,73.6,9.71
20240405,CDLX,72.38,10.99
20240405,EGY,69.93,4.78
20240405,EH,69.68,10.85
20240405,PACK,68.64,7.03
20240405,STOK,66.05,12.61
20240405,HEAR,58.7,6.32
20240405,AMTX,55.36,12.2
20240405,HRTG,47.56,6.55
20240405,AG,46.7,5.45
20240405,CENX,45.72,5.21
20240405,FF,42.5,4.49
20240405,CRDF,41.06,13.76
20240405,SMTC,39.36,6.27
20240405,ATMU,38.73,4.47
20240405,NCMI,36.48,6.6
20240405,STAA,35.75,4.91
20240405,SG,35.39,4.85
20240405,MAG,34.74,4.81
20240405,MUX,33.74,5.94
20240405,AMPY,33.2,6.23
20240405,EQX,32.98,4.17
20240405,PSFE,31.72,4.2
