Date,Symbol,ROC65,ADRP20
20220401,INDO,664.64,29.98
20220401,BPT,315.8,10.57
20220401,HYMC,232.31,31.99
20220401,VYGR,208.52,12.67
20220401,BTU,149.71,9.87
20220401,RES,141.27,7.7
20220401,NEXT,137.67,12.3
20220401,AMR,127.19,8.77
20220401,VTNR,123.2,10.89
20220401,KOS,122.82,7.15
20220401,SLCA,110.31,6.34
20220401,TDW,109.83,6.72
20220401,LXU,106.51,8.69
20220401,EGY,105.37,7.64
20220401,TELL,105.18,9.56
20220401,GLNG,105.16,5.67
20220401,MARPS,105.03,27.19
20220401,OXY,98.6,5.94
20220401,GTE,96.25,8.24
20220401,LNTH,95.05,6.34
20220401,DRQ,91.05,5.54
20220401,CUTR,86.61,5.31
20220401,PBF,86.16,8.06
20220401,PTEN,85.81,5.49
20220401,NFE,85.24,6.15
20220401,IPI,84.3,11.88
20220401,HP,82.8,4.95
20220401,AMPY,82.33,7.54
20220401,MXC,79.76,19.23
20220401,MRC,76.05,4.92
20220401,VIST,75.38,5.68
20220401,PUMP,74.85,6.03
20220401,SQM,73.24,4.6
20220401,VET,71.16,5.6
20220401,TALO,70.16,5.73
20220401,STNG,70.06,5.25
20220401,ATI,69.92,4.3
20220401,HAL,68.18,4.55
20220401,JXJT,66.97,20.89
20220401,AR,66.06,4.7
20220401,RRC,65.97,5.43
20220401,AGRO,65.64,5.77
20220401,MOS,64.86,6.12
20220401,OVV,64.11,4.81
20220401,CEIX,63.17,6.95
20220401,AMPH,63.08,4.75
20220401,HLX,62.89,6.13
20220401,CRK,62.67,6.94
20220401,CALM,61.93,4.14
20220401,CENX,61.69,6.53
20220401,EQT,58.03,5.06
20220401,MUR,58.01,4.53
20220401,SD,57.17,7.49
20220401,LBRT,55.8,6.61
20220401,CLF,55.73,5.6
20220401,MRO,55.4,4.31
20220401,CVI,53.82,7.07
20220401,ZETA,53.8,7.44
20220401,GNK,53.23,4.89
20220401,HQY,53.1,4.07
20220401,AVAV,52.43,4.89
20220401,AA,51.97,5.85
20220401,WHD,51.84,5.59
20220401,APA,51.27,4.76
20220401,ARCH,50.66,6.77
20220401,GFI,50.09,4.72
20220401,BKR,50.06,4.7
20220401,NOV,48.02,5.82
20220401,HCC,47.72,5.76
20220401,VAL,47.54,5.08
20220401,TECK,47.52,4.1
20220401,SJT,47.3,5.69
20220401,GRIN,47.29,7.61
20220401,DAC,46.92,4.29
20220401,MTDR,46.7,5.05
20220401,PLL,46.62,7.4
20220401,HES,45.96,3.71
20220401,CRS,45.57,4.6
20220401,ARCO,45.28,3.83
20220401,OIS,44.8,7.29
20220401,CNX,44.57,4.09
20220401,SWN,44.4,6.86
20220401,ALTO,44.38,7.23
20220401,BVN,43.93,4.72
20220401,ENLC,43.43,4.39
20220401,NMM,43.13,4.88
20220401,DK,43.07,6.33
20220401,FULC,42.41,7.18
20220401,GOGL,41.71,4.16
20220401,CLB,41.62,6.51
20220401,PBR,41.54,3.64
20220401,PBR.A,41.54,3.64
20220401,SBLK,41.41,5.41
20220401,SLB,40.61,4.13
20220401,PR,40.26,5.65
20220401,IRTC,40.21,7.44
20220401,SAND,39.87,4.16
20220401,TGI,39.32,4.55
20220401,CVE,39.19,3.72
20220401,NE,39.01,5.07
