Date,Symbol,ROC65,ADRP20
20190614,COEP,1396.67,39.39
20190614,AXSM,124.7,7.03
20190614,ENPH,92.56,4.48
20190614,CTLP,86.47,6.05
20190614,IOVA,83.3,6.47
20190614,PAYS,69.33,7.13
20190614,CARM,68.32,13.67
20190614,SAH,65.72,3.85
20190614,OKTA,59.93,3.85
20190614,CDLX,58.2,4.16
20190614,MDB,57.97,5.18
20190614,ELF,52.81,3.6
20190614,GSHD,50.29,5.9
20190614,NTRA,48.62,4.67
20190614,QTRX,47.55,5.57
20190614,ROKU,44.26,4.49
20190614,BMA,43.89,5.85
20190614,IIPR,43.63,4.64
20190614,STNG,41.58,4.39
20190614,GLOB,41.56,3.62
20190614,SNAP,41.3,4.45
20190614,VYGR,38.44,6.41
20190614,BOOM,34.43,4.46
20190614,ARWR,33.64,4.63
20190614,JKS,33.42,4.82
20190614,VCYT,33.25,4.56
20190614,DQ,32.85,6.34
20190614,GFI,32.41,3.65
