Date,Symbol,ROC65,ADRP20
20190503,WTW,457.77,3.98
20190503,CPRX,153.56,5.46
20190503,CVM,144.89,10.25
20190503,AXSM,120.25,6.86
20190503,PI,109.47,4.37
20190503,VYGR,102.43,5.56
20190503,BOOM,98.99,4.24
20190503,LSCC,96.15,4.58
20190503,TGTX,95.2,4.94
20190503,ENPH,94.79,4.04
20190503,CVNA,94.77,4.6
20190503,SE,87.36,4.05
20190503,SNAP,83.51,4.26
20190503,QURE,82.54,4.14
20190503,QCOM,80.75,3.67
20190503,FINV,74.49,6.49
20190503,TTD,72.36,3.89
20190503,ASND,71.51,4.43
20190503,BHVN,64.49,4.92
20190503,QD,64.39,5.5
20190503,EOLS,64.35,6.37
20190503,TNDM,62.51,5.85
20190503,FTFT,62.09,17
20190503,UPLD,59.52,4.56
20190503,LNTH,58.29,3.57
20190503,ELF,56.28,4.33
20190503,TROX,55.58,4.22
20190503,MDB,54.57,4.8
20190503,TALO,53.58,3.72
20190503,APLS,52.73,4.63
20190503,ROKU,51.74,4.47
20190503,LX,51.52,5.26
20190503,ZS,49.21,4.4
20190503,ALGN,49.11,3.51
20190503,IRDM,46.92,3.65
20190503,IIPR,46.49,3.89
20190503,DOMO,46.05,5.15
20190503,KRNT,45.2,3.7
20190503,BZUN,45.08,3.87
20190503,SMAR,41.86,3.64
20190503,RCKT,41.34,6.69
20190503,RARE,41.32,4.27
20190503,NTRA,41.28,4.43
20190503,RPD,40.19,3.9
20190503,PUMP,40.14,4.11
20190503,NEO,39.47,4.15
20190503,VCYT,38.75,5.27
20190503,TGI,38.43,3.76
20190503,STNG,38.17,4.36
20190503,ABIO,37.63,12.58
20190503,OKTA,37.56,3.91
20190503,JKS,37.55,4.52
20190503,ARWR,37.42,3.91
20190503,NSTG,36.19,4.17
20190503,IOVA,35.43,5.27
20190503,IONS,34.67,3.7
20190503,IFRX,34.54,5.82
20190503,CARA,34.54,4.44
20190503,BOOT,34.29,3.57
20190503,OMCL,32.19,3.76
20190503,TWLO,31.79,3.56
20190503,CRSP,31,4.96
20190503,DNLI,30.87,4.52
20190503,RUN,30.83,3.64
