Date,Symbol,ROC65,ADRP20
20130712,TSLA,210.39,4.29
20130712,CSIQ,182.4,7.53
20130712,SPWR,140.65,5.12
20130712,BYON,134.75,4.69
20130712,ACAD,131.99,5.07
20130712,VNDA,126.88,6.27
20130712,ALNY,116.16,4.47
20130712,CYTK,100.29,9.86
20130712,NXST,99.48,4.12
20130712,EVC,94.15,5.88
20130712,ARCB,92.83,4.02
20130712,JKS,88.89,8.05
20130712,IONS,84.26,5.55
20130712,GTN,84.22,5.12
20130712,INVA,81.86,4
20130712,PPC,77,3.77
20130712,PBYI,75.93,5.43
20130712,LGND,70.57,5.74
20130712,VRTX,60.08,3.6
20130712,BGFV,59,3.74
20130712,MNKD,58.18,6.67
20130712,IRBT,55.18,3.79
20130712,NFLX,54.93,3.7
20130712,YELP,53.01,5.05
20130712,TCOM,52.08,3.76
20130712,HALO,50.45,7.27
20130712,INSM,50.35,6.66
20130712,SNBR,50.22,3.71
20130712,DXCM,45.59,3.54
20130712,BYD,45,3.61
20130712,SBGI,43.11,3.97
20130712,ENV,42.93,4.78
20130712,MEI,40.61,3.51
20130712,GRPN,39.61,4.49
20130712,DDD,39.23,3.71
20130712,UI,36.63,3.84
20130712,WGO,34.02,3.75
20130712,REGN,32.25,4.26
20130712,HLF,31.83,4.06
20130712,MDXG,31.67,4.43
20130712,FSLR,31.19,4.23
20130712,MWA,30.77,3.63
20130712,CENX,30.22,3.75
