Date,Symbol,ROC130,ADRP20
20150612,EGRX,484.45,5.42
20150612,BLUE,329.41,4.92
20150612,HRTX,301.71,9.37
20150612,TVTX,221.36,4.54
20150612,NHTC,154.13,6.25
20150612,HALO,139.01,4.17
20150612,NBIX,123.13,4.15
20150612,RARE,118.76,4.77
20150612,FRO,118.52,6.17
20150612,CMCM,116.65,6.99
20150612,AMBA,112.4,4.91
20150612,RDUS,112.23,4.2
20150612,PRTA,110.59,5.11
20150612,ESPR,106.45,5.66
20150612,IMMP,104.51,25.71
20150612,SUPN,103.37,4.02
20150612,SAGE,99.39,6.68
20150612,RVNC,91.96,4.97
20150612,PGEN,88.26,3.95
20150612,OPK,87.03,4.22
20150612,TOVX,86.67,6.5
20150612,SRPT,81.93,5.69
20150612,LGND,75.76,3.77
20150612,FOLD,74.24,4.18
20150612,TOUR,66.05,6.76
20150612,MXL,65.73,3.57
20150612,TCOM,63.98,3.81
20150612,NOAH,63.66,4.91
20150612,INSM,58.63,3.56
20150612,TNK,56.78,4.13
20150612,MTSI,49.26,3.76
20150612,CLNE,47.96,4.74
20150612,WT,42.58,3.57
20150612,INVA,42.53,3.98
20150612,DVAX,40.62,3.89
20150612,GOGO,38.87,3.56
20150612,CSIQ,37.67,4.59
20150612,COOP,36.27,3.61
20150612,JKS,34.42,3.75
20150612,CALM,32.72,3.77
20150612,HTHT,31.29,4.56
20150612,ALNY,30.19,3.88
