Date,Symbol,ROC130,ADRP20
20120504,SWBI,163.03,4.3
20120504,LQDT,94.04,4.63
20120504,STX,86.34,3.94
20120504,AVD,85.9,3.64
20120504,PHM,84.07,4.94
20120504,LL,79.56,3.75
20120504,ALLT,78.94,4.22
20120504,DDD,77.21,4.96
20120504,SVVC,74.87,5.47
20120504,URI,70.2,4.07
20120504,RGR,69.83,4.26
20120504,ARAY,66.75,4.44
20120504,MOV,63.6,3.86
20120504,LNG,57.06,4.7
20120504,CX,56.53,3.77
20120504,MNST,56.18,4.09
20120504,ZUMZ,55.83,4.04
20120504,ACCO,53.18,5.36
20120504,INCY,52.24,4.3
20120504,CRUS,49.01,4.36
20120504,LZB,47.26,4.01
20120504,MTH,41.87,3.95
20120504,SNBR,41.53,5.78
20120504,TITN,41.49,5.25
20120504,DHI,40.44,4.28
20120504,CQP,40,4.48
20120504,SAVE,38.99,4
20120504,SSSS,38.28,5.31
20120504,CLNE,36.37,4.55
20120504,MELI,34.56,3.58
20120504,SKX,34.08,3.51
20120504,CYH,33.87,3.75
20120504,BC,31.25,3.97
20120504,GTLS,30.39,3.72
20120504,ZG,30.21,5.87
