Date,Symbol,ROC65,ADRP20
20240301,VKTX,597.38,10.76
20240301,CCCC,574.23,9.27
20240301,ARQT,539.67,10.7
20240301,LBPH,467.55,8.75
20240301,BMR,456.35,36.07
20240301,JANX,446.05,15.74
20240301,CRBP,423.17,11.11
20240301,NKTX,386.36,8.46
20240301,EYPT,348,6.27
20240301,OCUL,333.47,7.71
20240301,GCT,305.97,12.31
20240301,ROOT,304.45,12.53
20240301,VERA,262.66,6.92
20240301,MRSN,260,10.23
20240301,IMNM,241.15,10.71
20240301,APLT,235.07,12.73
20240301,SMCI,231.11,10.05
20240301,LRMR,230.9,12.29
20240301,ABSI,226.95,9.56
20240301,ATXS,222.15,7.6
20240301,GOTU,212.36,9.83
20240301,FATE,210.84,10.29
20240301,YMAB,200.97,6.99
20240301,CLSK,186.22,14.03
20240301,SOUN,182.24,13.63
20240301,SANA,177.59,9.49
20240301,IOVA,176.61,9.2
20240301,EWTX,174.51,5.86
20240301,CVNA,164.88,8.26
20240301,DYN,162.91,6.29
20240301,MOR,158.77,3.84
20240301,RNA,157.49,6.52
20240301,ADVM,143.51,17.96
20240301,ALPN,132.26,4.98
20240301,MGNX,132.16,6.86
20240301,FDMT,130.9,7.74
20240301,FULC,128.96,6.31
20240301,KROS,126.93,6.19
20240301,CGEM,126.01,5.6
20240301,TREE,125.88,6.83
20240301,MARA,125.56,11.42
20240301,CSPI,124.04,14.52
20240301,TARS,123.53,5.58
20240301,KURA,123.27,4.71
20240301,CYTK,120.97,4.39
20240301,NRIX,118.01,6.36
20240301,MSTR,116.61,7.29
20240301,POWL,116.47,5.44
20240301,FUSN,116.43,7.5
20240301,ARVN,115.29,5.98
20240301,MAX,112.94,5.66
20240301,KYMR,109.54,5.51
20240301,MRUS,109.46,4.65
20240301,ARDX,107.1,5.37
20240301,JMIA,103.83,10.36
20240301,ACMR,103.79,6.48
20240301,LQDA,102.79,4.37
20240301,SLN,100.31,6.87
20240301,OSCR,95.06,5.3
20240301,CMPS,91.97,8.46
20240301,BAND,88.43,5.48
20240301,HOOD,88.41,4.22
20240301,RXRX,87.01,8.97
20240301,MOD,86.38,4.48
20240301,ORIC,85.57,7.63
20240301,RXST,84.68,4.32
20240301,ELF,84.1,4.45
20240301,CNTA,81.17,7.58
20240301,BLBD,80.45,4.37
20240301,ZIMV,79.15,5.72
20240301,BCYC,78.61,5.9
20240301,PTGX,76.55,4.49
20240301,ULCC,76.21,5.78
20240301,NVDA,75.92,3.71
20240301,STRL,74.74,3.97
20240301,BYON,74.71,5.89
20240301,SG,73.86,5
20240301,ANF,73.11,3.51
20240301,COHR,72.52,4.28
20240301,CLDX,71.73,5.51
20240301,ZIM,71.57,5.13
20240301,RVLV,70.57,4.54
20240301,ARWR,70.19,6.23
20240301,ICHR,68.77,5.03
20240301,ASPN,68.03,6.3
20240301,CLS,68.03,3.93
20240301,SWTX,67.85,7.25
20240301,KALV,67.54,7.2
20240301,GRPN,67.29,5.25
20240301,AMD,67.25,3.98
20240301,FROG,66.83,5.11
20240301,APP,66.12,5
20240301,NNOX,65.97,13.03
20240301,ARCT,65.96,5.46
20240301,UCTT,65.18,4.34
20240301,COIN,64.99,6.98
20240301,VZIO,64.48,4.35
20240301,PHR,62.1,4.37
20240301,OKTA,61.8,3.84
20240301,TWST,61.7,6.2
