Date,Symbol,ROC65,ADRP20
20150227,TCRT,191.71,7.51
20150227,EGRX,172.87,7.71
20150227,BLUE,130.72,5
20150227,ESPR,110.7,6.98
20150227,NBIX,106.07,5.21
20150227,FRO,85.93,7.04
20150227,RDUS,80.19,5.09
20150227,PTCT,79.36,6.76
20150227,OPK,78.65,4.46
20150227,HALO,76.88,4.3
20150227,TOVX,58.9,7.79
20150227,PGEN,57.5,6.71
20150227,FLWS,47.87,5.22
20150227,SGMO,44.13,6.02
20150227,AMKR,42.88,4.38
20150227,ASRT,41.98,3.7
20150227,ATRO,41.31,3.76
20150227,QLYS,38.23,4.56
20150227,SBSW,37.67,3.5
20150227,INSM,37.13,4.31
20150227,MTSI,36.41,4.85
20150227,RGR,35.42,3.77
20150227,TSEM,34.64,4.76
20150227,IONS,34.62,4.54
20150227,ACIC,34.19,5.23
20150227,ACAD,33.56,3.77
20150227,NUS,31.63,4.82
20150227,RNG,31.42,3.94
20150227,GGAL,30.17,3.86
20150227,WNC,30.11,3.51
