Date,Symbol,ROC20,ADRP20
20210226,OCGN,501.65,23.49
20210226,LODE,343.44,22.33
20210226,AACG,297.64,20.33
20210226,SCKT,280.8,21.08
20210226,CAN,198.43,18.69
20210226,CDXC,186.63,14.04
20210226,CPSH,177.56,20.92
20210226,TAOP,160.75,20.15
20210226,SAVA,159.51,23.62
20210226,ANVS,150.2,21.62
20210226,SOGP,139.17,21.59
20210226,LKCO,137.73,21.48
20210226,QUIK,131.77,15.06
20210226,RIOT,119.47,16.79
20210226,KALV,110.17,10.03
20210226,MVIS,105.39,17.02
20210226,AVXL,105.36,16.02
20210226,ARTL,104.44,17.88
20210226,ZKIN,104.42,21.74
20210226,PAVM,103.88,13.06
20210226,AREC,103.12,16.89
20210226,NCTY,101.29,23.97
20210226,SOS,98.75,25.73
20210226,MOGO,91.02,16.68
20210226,PRTA,87.09,9.57
20210226,EOLS,85.17,12.51
20210226,MESA,84.29,8.2
20210226,YI,82.45,20.25
20210226,CRTO,82.44,8.47
20210226,OTLK,77.87,17.88
20210226,TRVG,75,14.63
20210226,NVAX,72.55,10.68
20210226,NBR,72.22,8.59
20210226,CRMD,71.62,11.51
20210226,AVNW,70.14,12.36
20210226,GTEC,69.24,11.72
20210226,CLPS,69.16,13.32
20210226,KOPN,68.55,17.09
20210226,PRKS,68.22,5.87
20210226,DAC,67.03,9.27
20210226,OSS,66.24,13.01
20210226,CHCI,65.58,12.61
20210226,DCOM,63.84,5.14
20210226,SM,63.83,9.65
20210226,CTRM,63.77,16.24
20210226,MTUS,61.92,9.79
20210226,SNDL,61.21,22.82
20210226,FINV,61.03,11.17
20210226,AEZS,60.69,17.63
20210226,CARM,60,10.9
20210226,EPIX,58.89,10.34
20210226,BPTH,58.82,15.6
20210226,OGI,58.64,18.88
20210226,GT,57.25,5.36
20210226,ALPP,55.16,14.52
20210226,SLCA,55.13,8.65
20210226,DMTK,55.11,11.82
20210226,FUTU,54.33,12.65
20210226,MNKD,54.32,11.02
20210226,CTRA,54.25,5.35
20210226,TMDX,53.51,11.95
20210226,VUZI,52.27,13.33
20210226,ANTE,52.17,16.34
20210226,CIVI,52.05,5.42
20210226,MARA,51.51,14.4
20210226,LX,50.26,10.61
20210226,VERU,50.22,16.07
20210226,TDC,50.13,9.08
20210226,PBF,49.47,9.91
20210226,TRIP,49.14,6.95
20210226,DVAX,48.31,12.78
20210226,SLS,47.82,13.46
20210226,ORGO,47.81,8.29
20210226,AMKR,47.29,6.27
20210226,MTC,47.15,17.5
20210226,MRO,46.83,6.65
20210226,ATKR,46.4,4.77
20210226,CDMO,46.06,6.49
20210226,AMTX,44.77,11.84
20210226,TIGR,44.72,14.07
20210226,IMNN,44.06,14.95
20210226,SONO,43.74,5.46
20210226,HIMX,42.24,10.63
20210226,NMRK,41.13,5.4
20210226,GNK,40.56,6.17
20210226,WIX,40.42,5.92
20210226,OVV,39.99,5.78
20210226,VET,38.55,6.22
20210226,HUBS,38.31,4.4
20210226,SBLK,38.04,7.17
20210226,LEDS,37.6,21.29
20210226,SKYW,37.52,5.2
20210226,AMCX,37.39,7.34
20210226,GRPN,36.74,7.14
20210226,BFH,36.32,5.12
20210226,MGY,35.96,5.54
20210226,MLCO,35.8,3.56
20210226,LOB,35.64,4.9
20210226,CHX,35.56,5.44
20210226,CCL,35.51,5.7
