Date,Symbol,ROC130,ADRP20
20150731,EGRX,409.06,5.62
20150731,HRTX,286.84,5.73
20150731,EXEL,233.14,6.5
20150731,PRTA,187.2,6.05
20150731,SRPT,156.59,4.64
20150731,SUPN,150.12,5.21
20150731,BLDR,145.35,4.3
20150731,NHTC,140.48,10.99
20150731,TVTX,125.75,4.33
20150731,PGEN,122.24,5.24
20150731,CONN,120.15,4.61
20150731,GLOB,120.07,5.18
20150731,AAOI,110.27,5.12
20150731,FOLD,108.11,4.78
20150731,RARE,107.75,5.88
20150731,AMBA,100.33,4.72
20150731,CARA,93.2,6.41
20150731,LGND,91.44,3.54
20150731,RDUS,91.3,5.95
20150731,W,85.53,4.35
20150731,TOVX,82.76,9.45
20150731,INSM,69.91,3.8
20150731,BLUE,69.59,3.88
20150731,SAGE,69,5.51
20150731,AVDL,65.54,5.19
20150731,GTN,64.3,3.75
20150731,CYBR,63.98,5.46
20150731,ASRT,63.42,3.52
20150731,HALO,61.63,4.57
20150731,DVAX,59.84,5.17
20150731,ACAD,51.21,3.97
20150731,AMED,50.19,3.67
20150731,NBIX,49.39,4.34
20150731,RNG,45.28,3.81
20150731,TCOM,44.59,3.9
20150731,INFN,43.44,3.57
20150731,GLNG,41.91,4.65
20150731,ITCI,41.88,7.77
20150731,BGC,39.73,3.62
20150731,RGEN,38.87,4.86
20150731,CMCM,37.35,7.73
20150731,IMMP,36.98,9.55
20150731,BCRX,36.63,3.97
20150731,WT,35.33,4.16
20150731,ALNY,33.86,4.15
20150731,CMRX,33.85,4.42
20150731,JD,32.07,4.06
20150731,ANIP,31.95,4.68
20150731,THRM,31.38,3.86
20150731,CUBI,30.58,3.77
