Date,Symbol,ROC65,ADRP20
20180713,HEAR,655.77,8.2
20180713,TNDM,269.33,8.02
20180713,BLFS,181.91,10.1
20180713,STAA,127.72,4.03
20180713,ARWR,126.97,6.23
20180713,VSTM,125.46,7.92
20180713,VKTX,123.28,8.76
20180713,ABUS,122.86,8.75
20180713,RGNX,121,5.68
20180713,NTRA,114.83,8.38
20180713,NOG,110.49,6.28
20180713,CRK,100.7,5.63
20180713,CVNA,94.44,6.85
20180713,ADD,90.91,22.16
20180713,RUN,90.22,4.67
20180713,OPK,89.64,6.24
20180713,CYRX,87.08,5.31
20180713,TTD,84.87,3.74
20180713,ENPH,77.78,6.64
20180713,PI,77.54,5.65
20180713,FOSL,76.78,5.84
20180713,W,76.1,4.08
20180713,GDS,75.91,5.24
20180713,CARA,75.59,5.82
20180713,GOOS,73.64,5.35
20180713,SRPT,73.43,6.05
20180713,ASTH,68.47,14.03
20180713,CTLP,67.98,3.81
20180713,NEO,66.95,3.52
20180713,AMD,65.68,4.28
20180713,RH,65.3,3.79
20180713,BHVN,65.22,4.54
20180713,TDOC,64.84,4.17
20180713,AAOI,64.08,5.54
20180713,WTI,62.9,6.25
20180713,WOW,61.19,3.78
20180713,RARE,59.73,4.55
20180713,TCMD,58.56,3.97
20180713,EGAN,58.05,8.79
20180713,TWLO,56.89,4.5
20180713,GPRK,56.44,4.45
20180713,TTGT,55.96,4.7
20180713,VNET,49.39,5.3
20180713,THC,49.06,3.55
20180713,LXRX,48.73,4.49
20180713,NTLA,48.59,5.9
20180713,WTW,48.12,3.79
20180713,WW,48.12,3.79
20180713,KPTI,47.47,4.12
20180713,ENTA,46.87,4.08
20180713,BHC,44.18,3.59
20180713,CDNA,43.74,7.28
20180713,ATRC,43.54,4.14
20180713,OMER,43.22,4.6
20180713,QNST,43,4.58
20180713,ETSY,42.38,4.1
20180713,SQ,40.22,3.87
20180713,CDXS,40,4.76
20180713,SHOP,39.08,3.81
20180713,GALT,38.77,9.03
20180713,AXGN,38.09,4.47
20180713,LC,37.65,4.22
20180713,CATO,37.32,3.98
20180713,GTN,37.28,4.35
20180713,FI,36.63,3.99
20180713,ARCB,36.5,3.54
20180713,QURE,35.99,5.88
20180713,PTCT,35.86,8.65
20180713,CONN,35.62,3.85
20180713,EVBG,35.43,3.74
20180713,IMMR,35.25,3.76
20180713,AVAV,35.17,4.61
20180713,GKOS,35.12,3.59
20180713,OKTA,34.2,4.69
20180713,TPIC,33.98,3.87
20180713,HLX,33.7,3.87
20180713,CERS,33.39,3.75
20180713,IRTC,33.08,3.65
20180713,ZTO,32.8,3.53
20180713,SM,32.03,4.33
20180713,CRSP,31.92,5.4
20180713,HRTX,31.8,4.93
20180713,BOOT,31.52,3.8
20180713,DDD,30.42,4.14
20180713,KOS,30.4,4.41
