Date,Symbol,ROC20,ADRP20
20180112,CNET,352.83,22.67
20180112,FTFT,189.73,35.32
20180112,KODK,178.79,11.21
20180112,SIEB,173.36,18.35
20180112,WATT,130.15,13.63
20180112,ATRA,92.18,8.18
20180112,SAVA,83.53,11.6
20180112,VIPS,72.33,4.25
20180112,ARWR,68.24,10.38
20180112,AIM,67.44,7.77
20180112,SGRY,60,6.72
20180112,CRSP,55.85,7.39
20180112,IIPR,48.87,9.94
20180112,DQ,41.16,7.2
20180112,NBR,40.96,4.93
20180112,CMCM,40.16,6.98
20180112,PTCT,39.88,4.49
20180112,OIS,38.13,3.75
20180112,CENX,37.42,4.69
20180112,AGIO,36.56,4.94
20180112,MTUS,36.38,3.75
20180112,HRTX,36.31,4.75
20180112,CLF,32.52,4.15
20180112,SM,32.35,4.06
20180112,EDIT,31.31,6.45
20180112,HTHT,30.51,3.85
