Index,Symbol,Action Type,Order Type,Total Qty.,Qty. Filled,Price,Stop Price,Limit Price,Created Date/Time (E),Update Date/Time (E)
574,ASTS,Sell,Market,775,775,10.37,0,0,6/24/2024 9:31,6/24/2024 9:32
575,CRDO,Sell,Market,276,276,27.1,0,0,6/24/2024 9:31,6/24/2024 9:32
576,CVNA,Buy,Market,64,64,113.82,0,0,6/24/2024 9:33,6/24/2024 9:34
577,CVNA,Sell,Stop,64,64,112.95,112.95,0,6/24/2024 9:34,6/24/2024 9:35
579,VITL,Buy,Market,168,168,43.76,0,0,6/24/2024 12:23,6/24/2024 12:24
582,ENVX,Buy,Market,516,516,14.36,0,0,6/25/2024 9:35,6/25/2024 9:36
584,ENVX,Sell,Limit,258,258,17.77,0,17.77,6/25/2024 9:36,7/10/2024 9:38
585,MMYT,Buy,Market,88,88,84.38,0,0,6/25/2024 9:42,6/25/2024 9:43
586,MMYT,Sell,Stop,88,88,81.59,81.59,0,6/25/2024 9:43,6/26/2024 10:30
588,USM,Buy,Market,136,136,54.73,0,0,6/26/2024 15:20,6/26/2024 15:22
591,CRDO,Buy,Market,245,245,30.29,0,0,6/27/2024 9:34,6/27/2024 9:35
592,CRDO,Sell,Stop,245,245,29.79,29.79,0,6/27/2024 9:35,6/27/2024 10:09
594,MRUS,Buy,Market,127,127,58.37,0,0,6/27/2024 10:07,6/27/2024 10:08
595,MRUS,Sell,Stop,127,127,52.79,55.75,0,6/27/2024 10:08,7/1/2024 9:31
597,CDNA,Buy,Market,494,494,15.13,0,0,6/28/2024 9:35,6/28/2024 9:36
598,CDNA,Sell,Stop,494,494,14.52,14.52,0,6/28/2024 9:36,6/28/2024 9:43
600,EBS,Buy,Market,1028,1028,7.2,0,0,6/28/2024 9:43,6/28/2024 9:44
601,EBS,Sell,Stop,1028,1028,6.99,6.99,0,6/28/2024 9:44,6/28/2024 11:14
603,INSM,Sell,Market,124,124,66.27,0,0,7/2/2024 9:31,7/2/2024 9:32
604,CHWY,Sell,Market,159,159,24.85,0,0,7/2/2024 9:31,7/2/2024 9:32
605,GDS,Buy,Market,753,753,9.69,0,0,7/2/2024 11:20,7/2/2024 11:21
607,GDS,Sell,Limit,376,376,10.94,0,10.93,7/2/2024 11:21,7/3/2024 10:01
608,FIP,Buy,Market,809,809,9.02,0,0,7/2/2024 15:18,7/2/2024 15:19
611,VITL,Sell,Market,168,168,44.17,0,0,7/3/2024 9:31,7/3/2024 9:32
612,AMSC,Buy,Market,284,284,25.79,0,0,7/3/2024 9:33,7/3/2024 9:34
614,AMSC,Sell,Limit,142,142,30.95,0,30.95,7/3/2024 9:34,7/15/2024 14:33
615,APP,Buy,Market,86,86,85.33,0,0,7/3/2024 10:05,7/3/2024 10:06
616,APP,Sell,Stop,86,86,83.65,83.65,0,7/3/2024 10:06,7/8/2024 9:47
618,SMR,Buy,Market,599,599,12.35,0,0,7/5/2024 10:01,7/5/2024 10:02
620,SMR,Sell,Limit,300,300,16.75,0,16.66,7/5/2024 10:02,7/15/2024 9:31
621,ARQT,Buy,Market,742,742,9.94,0,0,7/5/2024 10:27,7/5/2024 10:28
622,ARQT,Sell,Stop,742,742,9.43,9.43,0,7/5/2024 10:28,7/10/2024 10:47
624,INOD,Buy,Market,467,467,15.94,0,0,7/8/2024 9:46,7/8/2024 9:47
625,MIRM,Buy,Market,212,212,35.09,0,0,7/8/2024 9:46,7/8/2024 9:47
629,MIRM,Sell,Limit,106,106,39.53,0,39.53,7/8/2024 9:47,7/12/2024 14:07
627,INOD,Sell,Limit,234,234,18.58,0,18.58,7/8/2024 9:47,7/15/2024 9:42
630,HIMX,Buy,Market,925,925,8.04,0,0,7/8/2024 9:53,7/8/2024 9:54
631,HIMX,Sell,Stop,925,925,7.82,7.82,0,7/8/2024 9:54,7/17/2024 10:04
633,EWTX,Buy,Market,376,376,19.9,0,0,7/8/2024 9:58,7/8/2024 9:59
636,CAVA,Buy,Market,76,76,97.92,0,0,7/8/2024 11:21,7/8/2024 11:22
639,CLS,Buy,Market,125,125,59.94,0,0,7/8/2024 11:22,7/8/2024 11:23
637,CAVA,Sell,Stop,76,76,95.05,95.05,0,7/8/2024 11:22,7/8/2024 14:21
640,CLS,Sell,Stop,125,125,57.79,57.79,0,7/8/2024 11:23,7/17/2024 10:12
642,WGS,Buy,Market,254,254,29.79,0,0,7/9/2024 13:11,7/9/2024 13:16
645,CVNA,Buy,Market,56,56,134.01,0,0,7/10/2024 9:37,7/10/2024 9:38
646,TWST,Buy,Market,147,147,51.92,0,0,7/10/2024 9:37,7/10/2024 9:38
649,TWST,Sell,Stop,147,147,50.99,50.99,0,7/10/2024 9:38,7/10/2024 9:52
647,CVNA,Sell,Stop,56,56,129.5,129.5,0,7/10/2024 9:38,7/10/2024 10:30
651,USM,Sell,Market,136,136,56.02,0,0,7/11/2024 9:31,7/11/2024 9:34
652,AOSL,Buy,Market,193,193,39.29,0,0,7/11/2024 9:34,7/11/2024 9:35
653,AOSL,Sell,Stop,193,193,38.7,38.7,0,7/11/2024 9:35,7/11/2024 9:43
655,CRBP,Buy,Market,142,142,52.52,0,0,7/11/2024 10:20,7/11/2024 10:21
658,MOD,Buy,Market,69,69,109,0,0,7/11/2024 10:31,7/11/2024 10:32
659,NRIX,Buy,Market,345,345,21.97,0,0,7/11/2024 10:31,7/11/2024 10:32
664,BCRX,Buy,Market,1110,1110,6.85,0,0,7/11/2024 10:38,7/11/2024 10:39
666,BCRX,Sell,Limit,555,555,7.69,0,7.69,7/11/2024 10:39,7/25/2024 11:54
667,DAKT,Buy,Market,544,544,13.96,0,0,7/11/2024 10:57,7/11/2024 10:58
670,ASTS,Buy,Market,616,616,12.53,0,0,7/12/2024 10:40,7/12/2024 10:41
673,FIP,Sell,Market,809,809,9.16,0,0,7/15/2024 9:31,7/15/2024 9:33
674,CDNA,Buy,Market,483,483,16.6,0,0,7/16/2024 9:33,7/16/2024 9:34
676,CDNA,Sell,Limit,242,242,19.68,0,19.68,7/16/2024 9:34,7/31/2024 14:19
677,ARLO,Buy,Market,459,459,17.44,0,0,7/16/2024 9:35,7/16/2024 9:36
678,ARLO,Sell,Stop,459,459,16.87,16.87,0,7/16/2024 9:36,7/16/2024 13:25
680,MOD,Sell,Market,69,69,108,0,0,7/18/2024 9:31,7/18/2024 9:32
681,RGS,Buy,Market,346,346,22.67,0,0,7/18/2024 9:58,7/18/2024 9:59
683,RGS,Sell,Limit,173,173,28.35,0,28.31,7/18/2024 9:59,7/19/2024 14:54
684,GDS,Sell,Market,377,377,11.49,0,0,7/19/2024 9:31,7/19/2024 9:32
685,AMSC,Sell,Market,142,142,25.72,0,0,7/19/2024 9:31,7/19/2024 9:32
686,ASTS,Sell,Market,616,616,12.3,0,0,7/19/2024 9:31,7/19/2024 9:32
688,ENVX,Sell,Market,258,258,15.85,0,0,7/19/2024 9:31,7/19/2024 9:32
689,EWTX,Sell,Market,376,376,21.29,0,0,7/19/2024 9:31,7/19/2024 9:32
690,MIRM,Sell,Market,106,106,37.44,0,0,7/19/2024 9:31,7/19/2024 9:32
691,NRIX,Sell,Market,345,345,21.37,0,0,7/19/2024 9:31,7/19/2024 9:32
692,SMR,Sell,Market,299,299,12.58,0,0,7/19/2024 9:31,7/19/2024 9:32
687,CRBP,Sell,Market,142,142,53.35,0,0,7/19/2024 9:31,7/19/2024 9:33
693,KOSS,Buy,Market,681,681,11.19,0,0,7/19/2024 11:51,7/19/2024 11:52
694,KOSS,Sell,Stop,681,681,9.58,9.58,0,7/19/2024 11:52,7/19/2024 12:42
696,INOD,Sell,Market,233,233,18.19,0,0,7/22/2024 9:31,7/22/2024 9:32
697,WGS,Sell,Market,254,254,31.87,0,0,7/22/2024 9:31,7/22/2024 9:32
698,JMIA,Buy,Market,573,573,13.37,0,0,7/22/2024 11:14,7/22/2024 11:15
699,JMIA,Sell,Stop,573,573,12.52,12.52,0,7/22/2024 11:15,7/24/2024 9:59
701,APEI,Buy,Market,390,390,19.82,0,0,7/24/2024 10:49,7/24/2024 10:50
702,APEI,Sell,Stop,390,390,19.23,19.23,0,7/24/2024 10:50,7/25/2024 14:44
704,ASTS,Buy,Market,533,533,14.5,0,0,7/25/2024 9:52,7/25/2024 9:53
706,ASTS,Sell,Limit,266,266,18.15,0,18.15,7/25/2024 9:53,7/26/2024 9:39
707,CDMO,Buy,Market,786,786,9.91,0,0,7/25/2024 12:16,7/25/2024 12:17
710,NVAX,Buy,Market,467,467,16.68,0,0,7/25/2024 12:21,7/25/2024 12:22
711,NVAX,Sell,Stop,467,467,14.36,15.41,0,7/25/2024 12:22,7/30/2024 9:31
713,HUMA,Buy,Market,917,917,8.62,0,0,7/26/2024 9:38,7/26/2024 9:39
714,HUMA,Sell,Stop,917,917,8.3,8.3,0,7/26/2024 9:39,7/26/2024 10:51
716,DAKT,Sell,Market,544,544,14.7,0,0,7/30/2024 9:31,7/30/2024 9:33
717,BCRX,Sell,Market,555,555,7.45,0,0,7/31/2024 9:31,7/31/2024 9:32
718,RGS,Sell,Market,173,173,25.27,0,0,7/31/2024 9:31,7/31/2024 9:32
719,KYMR,Buy,Market,170,170,45.34,0,0,7/31/2024 12:53,7/31/2024 12:54
720,KYMR,Sell,Stop,170,170,41.53,42.66,0,7/31/2024 12:54,8/2/2024 9:31
722,ZETA,Buy,Market,317,317,24.47,0,0,8/1/2024 9:34,8/1/2024 9:35
723,ZETA,Sell,Stop,317,317,23.23,23.23,0,8/1/2024 9:35,8/1/2024 12:49
725,CDMO,Sell,Market,786,786,10.42,0,0,8/8/2024 9:31,8/8/2024 9:32
726,CDMO,Buy,Market,712,712,10.95,0,0,8/9/2024 11:05,8/9/2024 11:06
727,CDMO,Sell,Stop,712,712,10.36,10.36,0,8/9/2024 11:06,8/14/2024 12:23
729,ASTS,Sell,Market,267,267,19.93,0,0,8/13/2024 9:31,8/13/2024 9:32
730,CVNA,Buy,Market,54,54,141.33,0,0,8/13/2024 9:39,8/13/2024 9:40
733,OMCL,Buy,Market,188,188,41.41,0,0,8/13/2024 10:56,8/13/2024 10:57
736,RKT,Buy,Market,419,419,18.55,0,0,8/13/2024 10:58,8/13/2024 10:59
739,ASTS,Buy,Market,340,340,22.85,0,0,8/15/2024 9:35,8/15/2024 9:36
741,ASTS,Sell,Limit,170,170,30.69,0,30.69,8/15/2024 9:36,8/15/2024 12:59
742,REAX,Buy,Market,1282,1282,6.07,0,0,8/15/2024 9:56,8/15/2024 9:57
745,RVLV,Buy,Market,330,330,23.88,0,0,8/15/2024 11:03,8/15/2024 11:04
748,PTGX,Buy,Market,192,192,41.35,0,0,8/16/2024 12:02,8/16/2024 12:03
751,TGTX,Buy,Market,364,364,21.94,0,0,8/16/2024 12:18,8/16/2024 12:19
754,WIX,Buy,Market,48,48,164.92,0,0,8/16/2024 15:20,8/16/2024 15:21
755,WIX,Sell,Stop,48,48,161.63,161.63,0,8/16/2024 15:21,8/27/2024 9:31
757,OCUL,Buy,Market,964,964,8.44,0,0,8/19/2024 9:49,8/19/2024 9:50
760,CYH,Buy,Market,1591,1591,5.13,0,0,8/19/2024 10:12,8/19/2024 10:13
761,CYH,Sell,Stop,1591,1591,4.91,4.91,0,8/19/2024 10:13,8/20/2024 10:29
763,NRIX,Buy,Market,358,358,22.8,0,0,8/19/2024 11:53,8/19/2024 11:54
766,AGIO,Buy,Market,177,177,45.92,0,0,8/21/2024 11:28,8/21/2024 11:29
767,AGIO,Sell,Stop,177,177,44.97,44.97,0,8/21/2024 11:29,8/28/2024 11:33
769,TBBK,Buy,Market,160,160,50.95,0,0,8/22/2024 9:40,8/22/2024 9:41
772,YOU,Buy,Market,285,285,28.56,0,0,8/22/2024 10:24,8/22/2024 10:25
775,REAX,Sell,Market,1282,1282,6.13,0,0,8/23/2024 9:31,8/23/2024 9:32
776,LUMN,Buy,Market,1238,1238,6.57,0,0,8/23/2024 9:41,8/23/2024 9:42
777,LUMN,Sell,Stop,1238,1238,6.07,6.07,0,8/23/2024 9:42,8/26/2024 9:40
779,LTH,Buy,Market,333,333,24.38,0,0,8/23/2024 10:02,8/23/2024 10:03
782,CYH,Buy,Market,1613,1613,5.07,0,0,8/23/2024 10:12,8/23/2024 10:13
784,CYH,Sell,Limit,806,806,5.74,0,5.74,8/23/2024 10:13,9/6/2024 14:46
785,KNSA,Buy,Market,305,305,26.7,0,0,8/23/2024 10:15,8/23/2024 10:17
788,MIRM,Buy,Market,194,194,42.26,0,0,8/26/2024 10:16,8/26/2024 10:17
789,MIRM,Sell,Stop,194,194,41.12,41.12,0,8/26/2024 10:17,8/29/2024 9:37
791,TGTX,Sell,Market,364,364,23.1,0,0,8/28/2024 9:31,8/28/2024 9:32
792,ASTS,Sell,Market,170,170,30.16,0,0,8/28/2024 9:31,8/28/2024 9:32
793,RVLV,Sell,Market,330,330,23.16,0,0,8/28/2024 9:31,8/28/2024 9:32
794,CHWY,Buy,Market,288,288,28.1,0,0,8/28/2024 9:39,8/28/2024 9:40
797,CDNA,Sell,Market,241,241,30.42,0,0,8/29/2024 9:31,8/29/2024 9:32
798,CVNA,Sell,Market,54,54,156,0,0,8/29/2024 9:31,8/29/2024 9:32
800,LTH,Sell,Market,333,333,23.98,0,0,8/29/2024 9:31,8/29/2024 9:32
801,RKT,Sell,Market,419,419,19.86,0,0,8/29/2024 9:31,8/29/2024 9:32
799,KNSA,Sell,Market,305,305,26.4,0,0,8/29/2024 9:31,8/29/2024 9:35
802,OCUL,Sell,Market,964,964,8.69,0,0,8/30/2024 9:31,8/30/2024 9:32
803,ANAB,Buy,Market,211,211,38.34,0,0,9/3/2024 9:49,9/3/2024 9:51
804,ANAB,Sell,Stop,211,211,37.21,37.22,0,9/3/2024 9:51,9/3/2024 11:48
807,PTGX,Sell,Market,192,192,41.11,0,0,9/4/2024 9:31,9/4/2024 9:32
806,OMCL,Sell,Market,188,188,43.97,0,0,9/4/2024 9:31,9/4/2024 9:40
808,CHWY,Sell,Market,288,288,27.21,0,0,9/5/2024 9:31,9/5/2024 9:32
809,TBBK,Sell,Market,160,160,49.8,0,0,9/5/2024 9:31,9/5/2024 9:33
810,NRIX,Sell,Market,358,358,24.49,0,0,9/6/2024 9:31,9/6/2024 9:32
811,YOU,Sell,Market,285,285,29.15,0,0,9/6/2024 9:31,9/6/2024 9:32
812,BVS,Buy,Market,794,794,10.09,0,0,9/9/2024 10:07,9/9/2024 10:08
814,BVS,Sell,Limit,397,397,11.45,0,11.45,9/9/2024 10:08,9/16/2024 9:31
815,CYH,Sell,Market,807,807,5.34,0,0,9/11/2024 9:31,9/11/2024 9:32
816,APP,Buy,Market,86,86,92.82,0,0,9/11/2024 12:06,9/11/2024 12:07
818,APP,Sell,Limit,43,43,105.22,0,105.22,9/11/2024 12:07,9/12/2024 13:29
820,CSTL,Buy,Market,264,264,30.3,0,0,9/11/2024 13:48,9/11/2024 13:49
819,BMA,Buy,Market,123,123,65.03,0,0,9/11/2024 13:48,9/11/2024 13:50
824,BMA,Sell,Limit,62,62,75.77,0,75.77,9/11/2024 13:50,9/19/2024 13:30
825,ONON,Buy,Market,173,173,46.3,0,0,9/11/2024 15:41,9/11/2024 15:42
828,NEON,Buy,Market,951,951,8.48,0,0,9/12/2024 9:38,9/12/2024 9:39
830,NEON,Sell,Limit,476,476,11.09,0,11.09,9/12/2024 9:39,9/17/2024 10:27
831,ANAB,Buy,Market,215,215,37.56,0,0,9/12/2024 14:09,9/12/2024 14:10
834,SATS,Buy,Market,352,352,23.14,0,0,9/13/2024 11:26,9/13/2024 11:27
836,SATS,Sell,Limit,176,176,27.22,0,27.22,9/13/2024 11:27,9/27/2024 9:32
837,TVTX,Buy,Market,617,617,13.2,0,0,9/13/2024 14:35,9/13/2024 14:36
840,KYMR,Buy,Market,173,173,47.73,0,0,9/16/2024 10:02,9/16/2024 10:03
841,KYMR,Sell,Stop,173,173,46,46,0,9/16/2024 10:03,9/18/2024 12:05
843,TGTX,Buy,Market,341,341,24.32,0,0,9/16/2024 11:38,9/16/2024 11:39
844,TGTX,Sell,Stop,341,341,23.46,23.46,0,9/16/2024 11:39,9/23/2024 12:32
846,NOVA,Buy,Market,704,704,11.84,0,0,9/16/2024 12:59,9/16/2024 13:00
847,NOVA,Sell,Stop,704,704,10.92,10.92,0,9/16/2024 13:00,9/20/2024 14:31
849,CRGX,Buy,Market,361,361,23.35,0,0,9/17/2024 10:09,9/17/2024 10:10
850,CRGX,Sell,Stop,361,361,22.52,22.52,0,9/17/2024 10:10,9/23/2024 9:51
852,SAVA,Buy,Market,280,280,30.18,0,0,9/17/2024 13:59,9/17/2024 14:00
853,SAVA,Sell,Stop,280,280,28.31,28.31,0,9/17/2024 14:00,9/23/2024 10:08
855,SMTC,Buy,Market,198,198,42.66,0,0,9/17/2024 15:53,9/17/2024 15:54
857,SMTC,Sell,Limit,99,99,49.2,0,48.73,9/17/2024 15:54,9/26/2024 9:31
858,SPRY,Buy,Market,634,634,13.54,0,0,9/18/2024 9:46,9/18/2024 9:47
861,HRTG,Buy,Market,533,533,16.05,0,0,9/18/2024 11:01,9/18/2024 11:02
862,HRTG,Sell,Stop,533,533,15.24,15.24,0,9/18/2024 11:02,9/23/2024 10:14
864,APLD,Buy,Market,1305,1305,6.5,0,0,9/18/2024 12:46,9/18/2024 12:47
865,APLD,Sell,Stop,1305,1305,5.74,5.74,0,9/18/2024 12:47,9/19/2024 12:42
867,IOT,Buy,Market,179,179,47.96,0,0,9/18/2024 14:25,9/18/2024 14:26
870,HROW,Buy,Market,187,187,46.15,0,0,9/18/2024 14:33,9/18/2024 14:34
873,ANAB,Sell,Market,215,215,37.7,0,0,9/19/2024 9:31,9/19/2024 9:32
874,PSNL,Buy,Market,1394,1394,6.13,0,0,9/19/2024 10:01,9/19/2024 10:02
875,PSNL,Sell,Stop,1394,1394,5.62,5.62,0,9/19/2024 10:02,9/20/2024 11:17
877,AUR,Buy,Market,1651,1651,5.16,0,0,9/19/2024 13:42,9/19/2024 13:43
880,GDS,Buy,Market,452,452,18.83,0,0,9/19/2024 13:43,9/19/2024 13:44
879,AUR,Sell,Limit,826,826,6.34,0,6.34,9/19/2024 13:43,9/24/2024 15:58
882,GDS,Sell,Limit,226,226,21.99,0,21.76,9/19/2024 13:44,9/24/2024 9:31
883,RKLB,Buy,Market,1118,1118,7.56,0,0,9/20/2024 9:50,9/20/2024 9:51
885,RKLB,Sell,Limit,559,559,8.95,0,8.95,9/20/2024 9:51,9/26/2024 9:38
886,CSTL,Sell,Market,264,264,30,0,0,9/24/2024 9:31,9/24/2024 9:41
887,AAOI,Buy,Market,555,555,15.15,0,0,9/24/2024 9:38,9/24/2024 9:39
888,AAOI,Sell,Stop,555,555,14.3,14.3,0,9/24/2024 9:39,9/27/2024 11:01
890,BMA,Sell,Market,61,61,69.21,0,0,9/25/2024 9:31,9/25/2024 9:33
891,APLT,Buy,Market,1009,1009,8.44,0,0,9/25/2024 9:40,9/25/2024 9:41
892,APLT,Sell,Stop,1009,1009,8.09,8.09,0,9/25/2024 9:41,9/25/2024 11:38
894,UPST,Buy,Market,209,209,40.85,0,0,9/25/2024 10:21,9/25/2024 10:22
895,UPST,Sell,Stop,209,209,38.61,38.61,0,9/25/2024 10:22,9/26/2024 11:01
897,HROW,Sell,Market,187,187,44.67,0,0,9/26/2024 9:31,9/26/2024 9:32
898,BVS,Sell,Market,397,397,11.65,0,0,9/27/2024 9:31,9/27/2024 9:32
899,NEON,Sell,Market,475,475,10,0,0,9/27/2024 9:31,9/27/2024 9:32
900,IOT,Sell,Market,179,179,47.73,0,0,9/30/2024 9:31,9/30/2024 9:32
901,TVTX,Sell,Market,617,617,14.04,0,0,9/30/2024 9:31,9/30/2024 9:32
902,POWL,Buy,Market,37,37,225.68,0,0,9/30/2024 9:53,9/30/2024 9:54
903,POWL,Sell,Stop,37,37,215.44,216.21,0,9/30/2024 9:54,10/1/2024 10:18
905,ONON,Sell,Market,173,173,49.71,0,0,10/1/2024 9:31,10/1/2024 9:32
906,SATS,Sell,Market,176,176,24.21,0,0,10/1/2024 9:31,10/1/2024 9:32
907,SMTC,Sell,Market,99,99,45.21,0,0,10/1/2024 9:31,10/1/2024 9:33
908,VST,Buy,Market,68,68,122.14,0,0,10/1/2024 14:06,10/1/2024 14:07
910,VST,Sell,Limit,34,34,142.42,0,142.42,10/1/2024 14:07,10/7/2024 9:31
911,AUR,Sell,Market,825,825,5.47,0,0,10/2/2024 9:31,10/2/2024 9:32
912,CDNA,Buy,Market,261,261,32.12,0,0,10/2/2024 10:06,10/2/2024 10:07
913,CDNA,Sell,Stop,261,261,30.31,30.31,0,10/2/2024 10:07,10/2/2024 13:31
915,HROW,Buy,Market,173,173,48.55,0,0,10/3/2024 9:34,10/3/2024 9:35
917,HROW,Sell,Limit,86,86,55.72,0,55.72,10/3/2024 9:35,10/16/2024 15:43
918,CEG,Buy,Market,30,30,272.98,0,0,10/3/2024 9:36,10/3/2024 9:37
919,CEG,Sell,Stop,30,30,268,268,0,10/3/2024 9:37,10/9/2024 9:59
921,SPRY,Sell,Market,634,634,14.17,0,0,10/4/2024 9:31,10/4/2024 9:32
922,BNTX,Buy,Market,69,69,121.82,0,0,10/4/2024 9:33,10/4/2024 9:34
923,BYRN,Buy,Market,463,463,18.01,0,0,10/4/2024 9:33,10/4/2024 9:34
926,BYRN,Sell,Stop,463,463,17.72,17.72,0,10/4/2024 9:34,10/4/2024 9:35
924,BNTX,Sell,Stop,69,69,119.7,119.7,0,10/4/2024 9:34,10/4/2024 9:58
928,EWTX,Buy,Market,300,300,28.07,0,0,10/4/2024 10:15,10/4/2024 10:16
930,EWTX,Sell,Limit,150,150,32.87,0,32.87,10/4/2024 10:16,10/14/2024 9:38
931,MSTR,Buy,Market,48,48,176.25,0,0,10/4/2024 15:58,10/4/2024 15:59
933,MSTR,Sell,Limit,24,24,206.62,0,206.62,10/4/2024 15:59,10/11/2024 12:25
934,UPST,Buy,Market,200,200,42.53,0,0,10/8/2024 11:01,10/8/2024 11:02
936,UPST,Sell,Limit,100,100,50.79,0,50.79,10/8/2024 11:02,10/14/2024 9:38
937,GDS,Sell,Market,226,226,19.93,0,0,10/9/2024 9:31,10/9/2024 9:32
938,TVTX,Buy,Market,519,519,16.43,0,0,10/9/2024 9:33,10/9/2024 9:34
941,RKLB,Sell,Market,559,559,9.43,0,0,10/10/2024 9:31,10/10/2024 9:32
942,VST,Sell,Market,34,34,124.19,0,0,10/10/2024 9:31,10/10/2024 9:32
943,COMM,Buy,Market,1307,1307,6.52,0,0,10/11/2024 9:39,10/11/2024 9:40
944,COMM,Sell,Stop,1307,1307,6.03,6.03,0,10/11/2024 9:40,10/11/2024 11:27
946,PCT,Buy,Market,891,891,9.73,0,0,10/15/2024 12:39,10/15/2024 12:40
948,PCT,Sell,Limit,446,446,11.45,0,11.45,10/15/2024 12:40,10/23/2024 9:54
949,AUR,Buy,Market,1439,1439,6,0,0,10/15/2024 13:08,10/15/2024 13:09
950,AUR,Sell,Stop,1439,1439,5.68,5.68,0,10/15/2024 13:09,10/31/2024 9:31
952,RKLB,Buy,Market,833,833,10.38,0,0,10/16/2024 9:41,10/16/2024 9:42
955,UNFI,Buy,Market,411,411,21.25,0,0,10/16/2024 14:08,10/16/2024 14:10
956,UNFI,Sell,Stop,411,411,20.52,20.52,0,10/16/2024 14:10,10/21/2024 14:59
958,APP,Sell,Market,43,43,143,0,0,10/18/2024 9:31,10/18/2024 9:32
959,UXIN,Buy,Market,1328,1328,6.59,0,0,10/18/2024 9:53,10/18/2024 9:54
960,UXIN,Sell,Stop,1328,1328,6.02,6.02,0,10/18/2024 9:54,10/18/2024 12:04
962,BHVN,Buy,Market,162,162,54.12,0,0,10/21/2024 9:53,10/21/2024 9:54
963,BHVN,Sell,Stop,162,162,52.24,52.24,0,10/21/2024 9:54,10/21/2024 11:10
965,EBS,Buy,Market,898,898,9.68,0,0,10/21/2024 11:05,10/21/2024 11:06
966,EBS,Sell,Stop,898,898,9.03,9.03,0,10/21/2024 11:06,10/23/2024 9:31
968,QFIN,Buy,Market,256,256,34.15,0,0,10/22/2024 11:00,10/22/2024 11:01
969,QFIN,Sell,Stop,256,256,33.42,33.42,0,10/22/2024 11:01,10/24/2024 10:32
971,UPST,Sell,Market,100,100,51.7,0,0,10/24/2024 9:31,10/24/2024 9:32
972,GGAL,Buy,Market,171,171,51.03,0,0,10/24/2024 9:42,10/24/2024 9:43
975,ASTS,Buy,Market,294,294,29.84,0,0,10/24/2024 10:02,10/24/2024 10:03
976,ASTS,Sell,Stop,294,294,27.21,27.21,0,10/24/2024 10:03,10/24/2024 11:04
978,HROW,Sell,Market,87,87,53.98,0,0,10/25/2024 9:31,10/25/2024 9:32
979,TVTX,Sell,Market,519,519,17.82,0,0,10/28/2024 9:31,10/28/2024 9:32
980,WULF,Buy,Market,1258,1258,7.02,0,0,10/28/2024 9:34,10/28/2024 9:35
981,WULF,Sell,Stop,1258,1258,6.69,6.69,0,10/28/2024 9:35,10/29/2024 10:10
983,SMR,Buy,Market,446,446,19.79,0,0,10/28/2024 9:41,10/28/2024 9:42
986,CRDO,Buy,Market,220,220,40.38,0,0,10/28/2024 15:32,10/28/2024 15:33
987,CRDO,Sell,Stop,220,220,38.91,38.91,0,10/28/2024 15:33,10/31/2024 9:32
989,EWTX,Sell,Market,150,150,33.86,0,0,10/29/2024 9:31,10/29/2024 9:32
990,SMTC,Buy,Market,190,190,46.8,0,0,10/29/2024 12:05,10/29/2024 12:06
991,SMTC,Sell,Stop,190,190,44.51,44.51,0,10/29/2024 12:06,10/31/2024 10:01
993,CAPR,Buy,Market,389,389,22.82,0,0,10/30/2024 10:25,10/30/2024 10:26
994,CAPR,Sell,Stop,389,389,21.5,21.5,0,10/30/2024 10:26,10/30/2024 12:02
996,RKLB,Sell,Market,833,833,10.85,0,0,10/31/2024 9:31,10/31/2024 9:32
997,TRUP,Buy,Market,153,153,56.45,0,0,10/31/2024 9:33,10/31/2024 9:34
998,TRUP,Sell,Stop,153,153,51.5,51.51,0,10/31/2024 9:34,11/4/2024 15:06
1000,VSCO,Buy,Market,286,286,29.96,0,0,10/31/2024 11:08,10/31/2024 11:09
1002,VSCO,Sell,Limit,143,143,33.74,0,33.74,10/31/2024 11:09,11/7/2024 9:38
1003,SMR,Sell,Market,446,446,19.75,0,0,11/1/2024 9:31,11/1/2024 9:32
1004,POWL,Buy,Market,32,32,267.5,0,0,11/1/2024 9:40,11/1/2024 9:41
1006,POWL,Sell,Limit,16,16,320.72,0,300.97,11/1/2024 9:41,11/6/2024 9:31
1007,CLS,Buy,Market,122,122,70.86,0,0,11/1/2024 12:08,11/1/2024 12:09
1009,CLS,Sell,Limit,61,61,78.96,0,78.64,11/1/2024 12:09,11/6/2024 9:31
1010,GGAL,Sell,Market,171,171,51.7,0,0,11/4/2024 9:31,11/4/2024 9:32
1011,MSTR,Sell,Market,24,24,225.8,0,0,11/4/2024 9:31,11/4/2024 9:32
1012,PCT,Sell,Market,445,445,12.65,0,0,11/4/2024 9:31,11/4/2024 9:32
1013,XPEV,Buy,Market,686,686,12.53,0,0,11/4/2024 9:34,11/4/2024 9:35
1014,XPEV,Sell,Stop,686,686,12.14,12.14,0,11/4/2024 9:35,11/4/2024 10:05
1016,DRUG,Buy,Market,158,158,53.53,0,0,11/4/2024 10:49,11/4/2024 10:50
1019,ALGT,Buy,Market,129,129,65.98,0,0,11/4/2024 15:25,11/4/2024 15:26
1021,ALGT,Sell,Limit,64,64,76.49,0,76.32,11/4/2024 15:26,11/13/2024 9:34
1022,CRDO,Buy,Market,201,201,42.58,0,0,11/5/2024 9:33,11/5/2024 9:34
1024,CRDO,Sell,Limit,100,100,48.52,0,48.52,11/5/2024 9:34,11/11/2024 9:31
