Index,Symbol,Action Type,Order Type,Total Qty.,Qty. Filled,Price,Stop Price,Limit Price,Created Date/Time (E),Update Date/Time (E)
1025,RKLB,Buy,Market,734,734,11.7,0,0,11/5/2024 9:36,11/5/2024 9:37
1027,RKLB,Sell,Limit,367,367,13.63,0,13.63,11/5/2024 9:37,11/7/2024 9:38
1028,INOD,Buy,Market,390,390,21.95,0,0,11/5/2024 9:43,11/5/2024 9:44
1030,INOD,Sell,Limit,195,195,30,0,25.64,11/5/2024 9:44,11/8/2024 9:31
1031,SOFI,Buy,Market,757,757,11.36,0,0,11/5/2024 9:49,11/5/2024 9:50
1034,AFRM,Buy,Market,190,190,45.27,0,0,11/5/2024 9:50,11/5/2024 9:51
1033,SOFI,Sell,Limit,378,378,13.61,0,13.07,11/5/2024 9:50,11/11/2024 9:31
1035,AFRM,Sell,Stop,190,190,43.33,43.33,0,11/5/2024 9:51,11/8/2024 11:28
1037,HUT,Buy,Market,451,451,19.64,0,0,11/6/2024 9:34,11/6/2024 9:35
1040,MIR,Buy,Market,565,565,15.74,0,0,11/6/2024 9:35,11/6/2024 9:37
1038,HUT,Sell,Stop,451,451,18.71,18.71,0,11/6/2024 9:35,11/6/2024 9:57
1041,MIR,Sell,Stop,565,565,15.49,15.49,0,11/6/2024 9:37,11/6/2024 9:42
1043,WULF,Buy,Market,1216,1216,7.32,0,0,11/6/2024 9:38,11/6/2024 9:39
1044,WULF,Sell,Stop,1216,1216,6.97,6.97,0,11/6/2024 9:39,11/6/2024 9:55
1046,BBAR,Buy,Market,606,606,14.58,0,0,11/6/2024 11:02,11/6/2024 11:03
1048,BBAR,Sell,Limit,303,303,16.98,0,16.98,11/6/2024 11:03,11/18/2024 10:18
1049,SUPV,Buy,Market,935,935,9.48,0,0,11/6/2024 11:57,11/6/2024 11:58
1051,SUPV,Sell,Limit,468,468,10.97,0,10.97,11/6/2024 11:58,11/18/2024 10:03
1052,SMR,Buy,Market,433,433,20.48,0,0,11/6/2024 12:14,11/6/2024 12:15
1054,SMR,Sell,Limit,216,216,26.42,0,26.42,11/6/2024 12:15,11/12/2024 9:39
1055,UPST,Buy,Market,165,165,54.14,0,0,11/6/2024 15:22,11/6/2024 15:23
1057,UPST,Sell,Limit,82,82,65.27,0,64.13,11/6/2024 15:23,11/8/2024 9:31
1058,LUNR,Buy,Market,1050,1050,8.58,0,0,11/7/2024 9:33,11/7/2024 9:34
1060,LUNR,Sell,Limit,525,525,10.35,0,10.28,11/7/2024 9:34,11/11/2024 9:31
1061,GDS,Buy,Market,393,393,22.96,0,0,11/7/2024 9:39,11/7/2024 9:40
1064,DRUG,Sell,Market,158,158,48.73,0,0,11/8/2024 9:31,11/8/2024 9:32
1065,ADMA,Buy,Market,439,439,21.02,0,0,11/8/2024 9:33,11/8/2024 9:34
1068,PRCT,Buy,Market,94,94,102.61,0,0,11/11/2024 9:33,11/11/2024 9:34
1069,PRCT,Sell,Stop,94,94,100.5,100.5,0,11/11/2024 9:34,11/11/2024 9:55
1071,RELY,Buy,Market,486,486,20.1,0,0,11/13/2024 9:44,11/13/2024 9:45
1072,RELY,Sell,Stop,486,486,19.51,19.51,0,11/13/2024 9:45,11/18/2024 9:42
1074,GDS,Sell,Market,393,393,22.4,0,0,11/15/2024 9:31,11/15/2024 9:32
1075,ADMA,Sell,Market,439,439,20.24,0,0,11/15/2024 9:31,11/15/2024 9:32
1076,CRDO,Sell,Market,101,101,41,0,0,11/15/2024 9:31,11/15/2024 9:32
1077,POWL,Sell,Market,16,16,298.11,0,0,11/15/2024 9:31,11/15/2024 9:32
1078,MNMD,Buy,Market,967,967,9.85,0,0,11/15/2024 9:33,11/15/2024 9:34
1079,MNMD,Sell,Stop,967,967,8.99,8.99,0,11/15/2024 9:34,11/15/2024 9:42
1081,RDW,Buy,Market,887,887,10.86,0,0,11/18/2024 9:37,11/18/2024 9:38
1082,RDW,Sell,Stop,887,887,10.56,10.56,0,11/18/2024 9:38,11/18/2024 9:55
1084,LMND,Buy,Market,271,271,35.53,0,0,11/19/2024 9:33,11/19/2024 9:34
1086,LMND,Sell,Limit,136,136,44.45,0,44.45,11/19/2024 9:34,11/20/2024 9:33
1087,BYRN,Buy,Market,483,483,19.96,0,0,11/19/2024 9:38,11/19/2024 9:39
1088,BYRN,Sell,Stop,483,483,19.2,19.2,0,11/19/2024 9:39,11/20/2024 9:38
1090,RDDT,Buy,Market,72,72,135.15,0,0,11/19/2024 12:44,11/19/2024 12:45
1093,ALGT,Sell,Market,65,65,70.26,0,0,11/20/2024 9:31,11/20/2024 9:32
1094,AAOI,Buy,Market,319,319,30.89,0,0,11/20/2024 9:33,11/20/2024 9:34
1096,AAOI,Sell,Limit,160,160,41.43,0,41.43,11/20/2024 9:34,11/29/2024 10:03
1097,XMTR,Buy,Market,325,325,30.88,0,0,11/21/2024 11:21,11/21/2024 11:22
1100,WWW,Buy,Market,442,442,22.89,0,0,11/21/2024 12:07,11/21/2024 12:08
1103,VSCO,Sell,Market,143,143,36.08,0,0,11/22/2024 9:31,11/22/2024 9:32
1104,CXW,Buy,Market,444,444,22.66,0,0,11/22/2024 9:33,11/22/2024 9:34
1105,CXW,Sell,Stop,444,444,21.99,21.99,0,11/22/2024 9:34,11/22/2024 14:27
1107,TSL,Buy,Market,664,664,15.23,0,0,11/22/2024 10:40,11/22/2024 10:41
1108,TSL,Sell,Stop,664,664,14.63,14.63,0,11/22/2024 10:41,11/26/2024 14:19
1110,DAVE,Buy,Market,116,116,87.72,0,0,11/22/2024 11:26,11/22/2024 11:27
1111,DAVE,Sell,Stop,116,116,83,83,0,11/22/2024 11:27,12/4/2024 9:48
1113,PLTR,Buy,Market,160,160,63.49,0,0,11/22/2024 11:38,11/22/2024 11:39
1115,PLTR,Sell,Limit,80,80,74.28,0,74.28,11/22/2024 11:39,12/6/2024 9:38
1116,ALGS,Buy,Market,500,500,20.74,0,0,11/25/2024 9:37,11/25/2024 9:38
1117,ALGS,Sell,Stop,500,500,20.3,20.3,0,11/25/2024 9:38,11/25/2024 9:52
1119,BBAR,Sell,Market,303,303,16.46,0,0,11/26/2024 9:31,11/26/2024 9:32
1120,NPWR,Buy,Market,739,739,13.7,0,0,11/26/2024 9:33,11/26/2024 9:34
1121,NPWR,Sell,Stop,739,739,13.2,13.2,0,11/26/2024 9:34,11/26/2024 9:37
1123,INOD,Sell,Market,195,195,39.5,0,0,11/27/2024 9:31,11/27/2024 9:32
1124,RDDT,Sell,Market,72,72,138.03,0,0,11/27/2024 9:31,11/27/2024 9:32
1125,SMR,Sell,Market,217,217,27.22,0,0,11/27/2024 9:31,11/27/2024 9:32
1126,MDXG,Buy,Market,1068,1068,9.48,0,0,11/27/2024 9:42,11/27/2024 9:43
1127,MDXG,Sell,Stop,1068,1068,9.25,9.25,0,11/27/2024 9:43,11/29/2024 9:32
1129,HUT,Buy,Market,385,385,26.48,0,0,11/27/2024 10:10,11/27/2024 10:11
1132,CLS,Sell,Market,61,61,84.02,0,0,11/29/2024 9:31,11/29/2024 9:32
1133,BTDR,Buy,Market,760,760,13.46,0,0,11/29/2024 9:33,11/29/2024 9:34
1135,BTDR,Sell,Limit,380,380,19,0,19,11/29/2024 9:34,12/5/2024 9:34
1136,MARA,Buy,Market,365,365,28.01,0,0,11/29/2024 9:35,11/29/2024 9:36
1137,MARA,Sell,Stop,365,365,27.21,27.21,0,11/29/2024 9:36,11/29/2024 12:56
1139,ML,Buy,Market,115,115,90.14,0,0,11/29/2024 10:01,11/29/2024 10:02
1140,ML,Sell,Stop,115,115,86.6,86.6,0,11/29/2024 10:02,12/2/2024 9:50
1142,SOUN,Buy,Market,1235,1235,8.48,0,0,11/29/2024 10:07,11/29/2024 10:08
1144,SOUN,Sell,Limit,618,618,11.22,0,11.22,11/29/2024 10:08,12/5/2024 9:38
1145,TSLA,Buy,Market,29,29,357.54,0,0,12/2/2024 9:33,12/2/2024 9:34
1146,ARQQ,Buy,Market,441,441,23.63,0,0,12/2/2024 9:33,12/2/2024 9:34
1147,TSLA,Sell,Stop,29,29,352,352,0,12/2/2024 9:34,12/2/2024 11:13
1149,ARQQ,Sell,Stop,441,441,22.11,22.11,0,12/2/2024 9:34,12/2/2024 14:43
1151,OUST,Buy,Market,1005,1005,10.3,0,0,12/2/2024 10:48,12/2/2024 10:49
1152,OUST,Sell,Stop,1005,1005,9.47,9.57,0,12/2/2024 10:49,12/3/2024 9:31
1154,LMND,Sell,Market,135,135,45.42,0,0,12/3/2024 9:31,12/3/2024 9:32
1155,UPST,Sell,Market,83,83,68.22,0,0,12/3/2024 9:31,12/3/2024 9:32
1156,LITE,Buy,Market,111,111,89.74,0,0,12/3/2024 12:40,12/3/2024 12:41
1157,LITE,Sell,Stop,111,111,86.24,86.24,0,12/3/2024 12:41,12/10/2024 15:32
1159,HUT,Sell,Market,385,385,25.26,0,0,12/4/2024 9:31,12/4/2024 9:32
1160,LUNR,Sell,Market,525,525,11.52,0,0,12/4/2024 9:31,12/4/2024 9:32
1161,RKLB,Sell,Market,367,367,22.55,0,0,12/4/2024 9:31,12/4/2024 9:32
1162,HSAI,Buy,Market,1038,1038,9.62,0,0,12/4/2024 9:33,12/4/2024 9:34
1165,COIN,Buy,Market,31,31,317.61,0,0,12/4/2024 9:35,12/4/2024 9:36
1168,HUT,Buy,Market,376,376,26.65,0,0,12/4/2024 9:39,12/4/2024 9:40
1169,HUT,Sell,Stop,376,376,25,25,0,12/4/2024 9:40,12/4/2024 11:49
1171,AI,Buy,Market,263,263,38.24,0,0,12/4/2024 9:47,12/4/2024 9:48
1172,AI,Sell,Stop,263,263,37.11,37.15,0,12/4/2024 9:48,12/10/2024 9:31
1174,DXYZ,Buy,Market,221,221,45.47,0,0,12/4/2024 9:53,12/4/2024 9:54
1176,DXYZ,Sell,Limit,110,110,63.92,0,63.92,12/4/2024 9:54,12/6/2024 13:46
1177,AMSC,Buy,Market,280,280,37,0,0,12/5/2024 9:37,12/5/2024 9:38
1178,AMSC,Sell,Stop,280,280,35.35,35.35,0,12/5/2024 9:38,12/5/2024 10:34
1180,HNST,Buy,Market,1212,1212,8.56,0,0,12/5/2024 9:44,12/5/2024 9:45
1181,HNST,Sell,Stop,1212,1212,8.13,8.13,0,12/5/2024 9:45,12/5/2024 10:37
1183,BTCT,Buy,Market,557,557,18.52,0,0,12/5/2024 9:47,12/5/2024 9:48
1184,BTCT,Sell,Stop,557,557,17.36,17.36,0,12/5/2024 9:48,12/5/2024 10:00
1186,API,Buy,Market,1732,1732,5.96,0,0,12/5/2024 9:52,12/5/2024 9:53
1187,API,Sell,Stop,1732,1732,5.5,5.5,0,12/5/2024 9:53,12/10/2024 9:37
1189,AAOI,Sell,Market,159,159,37.39,0,0,12/6/2024 9:31,12/6/2024 9:32
1190,SOFI,Sell,Market,379,379,15.72,0,0,12/6/2024 9:31,12/6/2024 9:32
1191,WWW,Sell,Market,442,442,23.09,0,0,12/6/2024 9:31,12/6/2024 9:32
1192,XMTR,Sell,Market,325,325,32.07,0,0,12/6/2024 9:31,12/6/2024 9:32
1193,APLD,Buy,Market,965,965,10.73,0,0,12/6/2024 9:34,12/6/2024 9:35
1194,APLD,Sell,Stop,965,965,10.18,10.18,0,12/6/2024 9:35,12/9/2024 10:20
1196,CRNC,Buy,Market,1286,1286,8.06,0,0,12/6/2024 9:48,12/6/2024 9:49
1197,CRNC,Sell,Stop,1286,1286,7.56,7.56,0,12/6/2024 9:49,12/11/2024 12:01
1199,INOD,Buy,Market,216,216,49.93,0,0,12/9/2024 9:33,12/9/2024 9:34
1200,INOD,Sell,Stop,216,216,45.83,45.83,0,12/9/2024 9:34,12/9/2024 11:11
1202,COIN,Sell,Market,31,31,317.24,0,0,12/10/2024 9:31,12/10/2024 9:32
1203,UPST,Buy,Market,125,125,82.39,0,0,12/12/2024 9:34,12/12/2024 9:35
1204,UPST,Sell,Stop,125,125,78.5,78.5,0,12/12/2024 9:35,12/12/2024 14:13
1206,GRRR,Buy,Market,1250,1250,8.32,0,0,12/12/2024 10:27,12/12/2024 10:28
1207,GRRR,Sell,Stop,1250,1250,7.51,7.51,0,12/12/2024 10:28,12/12/2024 12:35
1209,COIN,Buy,Market,32,32,325.22,0,0,12/16/2024 9:40,12/16/2024 9:41
1210,COIN,Sell,Stop,32,32,316.3,316.3,0,12/16/2024 9:41,12/16/2024 15:24
1212,QUBT,Buy,Market,1411,1411,7.47,0,0,12/16/2024 9:43,12/16/2024 9:44
1214,QUBT,Sell,Limit,706,706,11.77,0,11.77,12/16/2024 9:44,12/16/2024 13:27
1215,DAVE,Buy,Market,108,108,96.15,0,0,12/16/2024 9:50,12/16/2024 9:51
1216,DAVE,Sell,Stop,108,108,90.63,90.72,0,12/16/2024 9:51,12/18/2024 15:42
1218,QBTS,Buy,Market,1944,1944,5.41,0,0,12/16/2024 9:58,12/16/2024 9:59
1220,QBTS,Sell,Limit,972,972,9.1,0,9.1,12/16/2024 9:59,12/17/2024 9:42
1219,QBTS,Sell,Stop,972,972,4.84,4.84,0,12/16/2024 9:59,1/8/2025 10:48
1221,AI,Buy,Market,259,259,40.69,0,0,12/16/2024 10:02,12/16/2024 10:03
1222,AI,Sell,Stop,259,259,38.91,38.91,0,12/16/2024 10:03,12/18/2024 15:42
1224,PTON,Buy,Market,1044,1044,10.14,0,0,12/16/2024 10:11,12/16/2024 10:12
1225,PTON,Sell,Stop,1044,1044,9.43,9.43,0,12/16/2024 10:12,12/18/2024 15:38
1227,MSTR,Buy,Market,24,24,428.96,0,0,12/16/2024 10:23,12/16/2024 10:24
1228,QMCO,Buy,Market,512,512,20.43,0,0,12/16/2024 10:23,12/16/2024 10:24
1229,MSTR,Sell,Stop,24,24,416.15,416.15,0,12/16/2024 10:24,12/16/2024 14:31
1232,QMCO,Sell,Limit,256,256,36.5,0,36.5,12/16/2024 10:24,12/18/2024 11:45
1233,PRCH,Buy,Market,1878,1878,5.77,0,0,12/16/2024 12:12,12/16/2024 12:13
1234,PRCH,Sell,Stop,1878,1878,5.24,5.24,0,12/16/2024 12:13,12/17/2024 10:17
1236,RKLB,Buy,Market,432,432,25.1,0,0,12/16/2024 12:16,12/16/2024 12:17
1237,RKLB,Sell,Stop,432,432,23.35,23.35,0,12/16/2024 12:17,12/18/2024 15:39
1239,AFRM,Buy,Market,152,152,73.04,0,0,12/16/2024 13:33,12/16/2024 13:34
1240,AFRM,Sell,Stop,152,152,69.43,69.43,0,12/16/2024 13:34,12/17/2024 9:31
1242,HSAI,Sell,Market,1038,1038,10.23,0,0,12/17/2024 9:31,12/17/2024 9:32
1243,HIMS,Buy,Market,349,349,32.53,0,0,12/17/2024 9:33,12/17/2024 9:34
1244,HIMS,Sell,Stop,349,349,31.51,31.51,0,12/17/2024 9:34,12/17/2024 9:43
1246,HSAI,Buy,Market,1015,1015,11.35,0,0,12/17/2024 9:43,12/17/2024 9:44
1247,HSAI,Sell,Stop,1015,1015,10.21,10.21,0,12/17/2024 9:44,12/18/2024 9:32
1249,ARQQ,Buy,Market,380,380,30.32,0,0,12/17/2024 9:46,12/17/2024 9:47
1250,ARQQ,Sell,Stop,380,380,28.05,28.05,0,12/17/2024 9:47,12/17/2024 10:00
1252,BTDR,Sell,Market,380,380,20.08,0,0,12/19/2024 9:31,12/19/2024 9:32
1253,DXYZ,Sell,Market,111,111,65.47,0,0,12/19/2024 9:31,12/19/2024 9:32
1254,PLTR,Sell,Market,80,80,74.55,0,0,12/19/2024 9:31,12/19/2024 9:32
1255,KC,Buy,Market,1232,1232,9.09,0,0,12/20/2024 9:41,12/20/2024 9:42
1258,RCAT,Buy,Market,1121,1121,10.02,0,0,12/20/2024 9:47,12/20/2024 9:48
1260,RCAT,Sell,Limit,560,560,14.49,0,14.49,12/20/2024 9:48,12/26/2024 10:38
1261,PLTR,Buy,Market,147,147,77.88,0,0,12/20/2024 11:49,12/20/2024 11:50
1264,ACHR,Buy,Market,1168,1168,9.88,0,0,12/20/2024 12:37,12/20/2024 12:38
1267,UMAC,Buy,Market,841,841,13.79,0,0,12/23/2024 9:54,12/23/2024 9:55
1269,UMAC,Sell,Limit,420,420,21,0,21,12/23/2024 9:55,12/30/2024 14:31
1270,CRNC,Buy,Market,1324,1324,8.84,0,0,12/23/2024 10:01,12/23/2024 10:02
1271,CRNC,Sell,Stop,1324,1324,7.68,7.68,0,12/23/2024 10:02,12/23/2024 10:28
1273,SERV,Buy,Market,736,736,15.51,0,0,12/24/2024 9:35,12/24/2024 9:36
1274,SERV,Sell,Stop,736,736,14.5,14.5,0,12/24/2024 9:36,12/24/2024 9:37
1276,OKLO,Buy,Market,500,500,22.94,0,0,12/24/2024 10:13,12/24/2024 10:14
1277,OKLO,Sell,Stop,500,500,21.42,21.42,0,12/24/2024 10:14,12/31/2024 10:57
1279,RDW,Buy,Market,796,796,14.4,0,0,12/24/2024 10:16,12/24/2024 10:17
1281,RDW,Sell,Limit,398,398,18.5,0,18.5,12/24/2024 10:17,1/6/2025 10:16
1282,SKYT,Buy,Market,787,787,14.72,0,0,12/24/2024 10:26,12/24/2024 10:27
1285,AAOI,Buy,Market,298,298,39.07,0,0,12/24/2024 11:36,12/24/2024 11:37
1286,AAOI,Sell,Stop,298,298,36.22,36.22,0,12/24/2024 11:37,12/30/2024 9:31
1288,KC,Sell,Market,1232,1232,9.95,0,0,12/26/2024 9:31,12/26/2024 9:32
1289,RGTI,Buy,Market,937,937,12.84,0,0,12/26/2024 9:49,12/26/2024 9:50
1290,RGTI,Sell,Stop,937,937,10.76,10.76,0,12/26/2024 9:50,1/8/2025 9:39
1292,REAL,Buy,Market,1239,1239,9.84,0,0,12/26/2024 10:23,12/26/2024 10:24
1295,MESO,Buy,Market,692,692,17.58,0,0,12/26/2024 10:25,12/26/2024 10:26
1298,LX,Buy,Market,1959,1959,6.26,0,0,12/26/2024 10:37,12/26/2024 10:38
1299,LX,Sell,Stop,1959,1959,5.92,5.92,0,12/26/2024 10:38,12/30/2024 9:32
1301,OMER,Buy,Market,1128,1128,11.23,0,0,12/27/2024 12:11,12/27/2024 12:12
1302,OMER,Sell,Stop,1128,1128,10.33,10.34,0,12/27/2024 12:12,12/30/2024 12:41
1304,PLTR,Sell,Market,147,147,77.83,0,0,12/31/2024 9:31,12/31/2024 9:32
1305,SUPV,Sell,Market,467,467,15.13,0,0,12/31/2024 9:31,12/31/2024 9:32
1306,SIDU,Buy,Market,1961,1961,6.43,0,0,12/31/2024 9:33,12/31/2024 9:34
1307,SIDU,Sell,Stop,1961,1961,5.8,5.8,0,12/31/2024 9:34,12/31/2024 9:49
1309,ACHR,Sell,Market,1168,1168,9.94,0,0,1/2/2025 9:31,1/2/2025 9:32
1310,QUBT,Sell,Market,705,705,16.64,0,0,1/2/2025 9:31,1/2/2025 9:32
1311,SKYT,Sell,Market,787,787,14.08,0,0,1/2/2025 9:31,1/2/2025 9:32
1312,SOUN,Sell,Market,617,617,20.18,0,0,1/2/2025 9:31,1/2/2025 9:32
1313,BBAR,Buy,Market,602,602,20.04,0,0,1/2/2025 9:54,1/2/2025 9:55
1316,BTDR,Buy,Market,504,504,23.97,0,0,1/2/2025 9:55,1/2/2025 9:56
1315,BBAR,Sell,Limit,301,301,24.1,0,24.1,1/2/2025 9:55,1/6/2025 9:34
1317,BTDR,Sell,Stop,504,504,21.52,21.52,0,1/2/2025 9:56,1/7/2025 10:05
1319,LUNR,Buy,Market,613,613,19.75,0,0,1/2/2025 9:57,1/2/2025 9:58
1322,WGS,Buy,Market,149,149,82.38,0,0,1/2/2025 11:55,1/2/2025 11:56
1323,WGS,Sell,Stop,149,149,74.94,74.94,0,1/2/2025 11:56,1/14/2025 10:22
1325,REAL,Sell,Market,1239,1239,9.92,0,0,1/3/2025 9:31,1/3/2025 9:32
1326,CRNC,Buy,Market,1055,1055,11.66,0,0,1/3/2025 9:35,1/3/2025 9:36
1328,CRNC,Sell,Limit,528,528,15.27,0,15.27,1/3/2025 9:36,1/3/2025 11:16
1329,OUST,Buy,Market,938,938,13.19,0,0,1/3/2025 9:39,1/3/2025 9:40
1330,OUST,Sell,Stop,938,938,12.17,12.17,0,1/3/2025 9:40,1/8/2025 10:40
1332,RKLB,Buy,Market,459,459,26.92,0,0,1/3/2025 9:45,1/3/2025 9:46
1335,OKLO,Buy,Market,489,489,25.18,0,0,1/3/2025 10:34,1/3/2025 10:35
1336,OKLO,Sell,Stop,489,489,21.61,21.61,0,1/3/2025 10:35,1/13/2025 12:01
1338,APP,Buy,Market,36,36,351.05,0,0,1/3/2025 12:02,1/3/2025 12:03
1339,APP,Sell,Stop,36,36,336.72,336.72,0,1/3/2025 12:03,1/7/2025 9:31
1341,SKYT,Buy,Market,808,808,16.14,0,0,1/6/2025 9:33,1/6/2025 9:34
1342,SKYT,Sell,Stop,808,808,15.24,15.24,0,1/6/2025 9:34,1/7/2025 10:01
1344,AVGO,Buy,Market,55,55,239.74,0,0,1/6/2025 9:37,1/6/2025 9:38
1347,AEHR,Buy,Market,733,733,18.08,0,0,1/6/2025 9:38,1/6/2025 9:39
1345,AVGO,Sell,Stop,55,55,236,236,0,1/6/2025 9:38,1/6/2025 11:17
1348,AEHR,Sell,Stop,733,733,17.73,17.73,0,1/6/2025 9:39,1/6/2025 9:48
1350,QUBT,Buy,Market,688,688,19.34,0,0,1/6/2025 9:42,1/6/2025 9:43
1351,QUBT,Sell,Stop,688,688,17.15,17.15,0,1/6/2025 9:43,1/6/2025 10:59
1353,DXYZ,Buy,Market,200,200,66.4,0,0,1/6/2025 9:44,1/6/2025 9:45
1354,LAES,Buy,Market,1407,1407,9.46,0,0,1/6/2025 9:44,1/6/2025 9:45
1355,DXYZ,Sell,Stop,200,200,64.5,64.5,0,1/6/2025 9:45,1/6/2025 10:02
1357,LAES,Sell,Stop,1407,1407,8.68,8.68,0,1/6/2025 9:45,1/6/2025 10:02
1359,QMCO,Sell,Market,256,256,51.42,0,0,1/7/2025 9:31,1/7/2025 9:32
1360,REAL,Buy,Market,1257,1257,10.18,0,0,1/7/2025 9:39,1/7/2025 9:40
1361,REAL,Sell,Stop,1257,1257,9.71,9.71,0,1/7/2025 9:40,1/7/2025 9:59
1364,UMAC,Sell,Market,421,421,13.7,0,0,1/8/2025 9:31,1/8/2025 9:32
1363,MESO,Sell,Market,692,692,17.79,0,0,1/8/2025 9:31,1/8/2025 9:33
1365,LUNR,Sell,Market,613,613,18.94,0,0,1/10/2025 9:31,1/10/2025 9:32
1366,RCAT,Sell,Market,561,561,11.4,0,0,1/10/2025 9:31,1/10/2025 9:32
1367,RDW,Sell,Market,398,398,16.18,0,0,1/10/2025 9:31,1/10/2025 9:33
1368,RKLB,Sell,Market,459,459,25.21,0,0,1/13/2025 9:31,1/13/2025 9:32
1369,DJT,Buy,Market,297,297,37.51,0,0,1/13/2025 10:01,1/13/2025 10:02
1371,DJT,Sell,Limit,148,148,42.87,0,42.87,1/13/2025 10:02,1/13/2025 15:24
1370,DJT,Sell,Stop,149,149,34.76,34.76,0,1/13/2025 10:02,1/21/2025 9:52
1372,GH,Buy,Market,299,299,37.53,0,0,1/13/2025 10:56,1/13/2025 10:57
1374,GH,Sell,Limit,150,150,43.18,0,43.18,1/13/2025 10:57,1/21/2025 12:02
1375,HOOD,Buy,Market,258,258,43.23,0,0,1/14/2025 10:21,1/14/2025 10:22
1377,HOOD,Sell,Limit,129,129,49.93,0,49.82,1/14/2025 10:22,1/21/2025 9:31
1378,CRNC,Sell,Market,527,527,13.76,0,0,1/15/2025 9:31,1/15/2025 9:32
1379,MSTR,Buy,Market,28,28,385.4,0,0,1/17/2025 9:33,1/17/2025 9:34
1380,MSTR,Sell,Stop,28,28,380.15,380.15,0,1/17/2025 9:34,1/21/2025 9:37
1382,HSAI,Buy,Market,706,706,15.87,0,0,1/17/2025 11:37,1/17/2025 11:38
1385,OKLO,Buy,Market,421,421,26.6,0,0,1/17/2025 11:38,1/17/2025 11:39
1383,HSAI,Sell,Stop,706,706,14.86,14.86,0,1/17/2025 11:38,1/22/2025 9:40
1387,OKLO,Sell,Limit,210,210,36.45,0,36.45,1/17/2025 11:39,1/23/2025 9:47
1388,BBAR,Sell,Market,301,301,22.12,0,0,1/21/2025 9:31,1/21/2025 9:32
1389,LUNR,Buy,Market,550,550,20.48,0,0,1/21/2025 9:33,1/21/2025 9:34
1390,RKLB,Buy,Market,411,411,27.36,0,0,1/21/2025 9:33,1/21/2025 9:34
1391,ADTN,Buy,Market,1067,1067,10.58,0,0,1/21/2025 9:33,1/21/2025 9:34
1396,ADTN,Sell,Stop,1067,1067,10.39,10.39,0,1/21/2025 9:34,1/21/2025 15:49
1398,VNET,Buy,Market,1860,1860,6.06,0,0,1/21/2025 9:36,1/21/2025 9:37
1400,VNET,Sell,Limit,930,930,7.29,0,7.25,1/21/2025 9:37,1/29/2025 9:31
1401,RBRK,Buy,Market,159,159,70.84,0,0,1/21/2025 10:23,1/21/2025 10:24
1402,RBRK,Sell,Stop,159,159,68.36,68.51,0,1/21/2025 10:24,1/27/2025 9:31
1404,RDDT,Buy,Market,62,62,182.14,0,0,1/21/2025 10:25,1/21/2025 10:26
1405,RDDT,Sell,Stop,62,62,174.22,175.6,0,1/21/2025 10:26,1/27/2025 9:31
1407,PDYN,Buy,Market,1019,1019,11.22,0,0,1/22/2025 9:36,1/22/2025 9:37
1408,PDYN,Sell,Stop,1019,1019,9.64,9.64,0,1/22/2025 9:37,1/22/2025 11:57
1410,EOSE,Buy,Market,1866,1866,6.2,0,0,1/23/2025 15:16,1/23/2025 15:17
1411,EOSE,Sell,Stop,1866,1866,5.72,5.72,0,1/23/2025 15:17,1/27/2025 9:31
1413,LX,Buy,Market,1691,1691,6.91,0,0,1/24/2025 9:33,1/24/2025 9:34
1416,BKSY,Buy,Market,901,901,13,0,0,1/24/2025 9:34,1/24/2025 9:35
1415,LX,Sell,Limit,846,846,7.95,0,7.95,1/24/2025 9:34,1/29/2025 10:04
1418,BKSY,Sell,Limit,450,450,16.31,0,16.31,1/24/2025 9:35,1/28/2025 9:32
1419,OPFI,Buy,Market,932,932,12.59,0,0,1/24/2025 9:51,1/24/2025 9:52
1420,OPFI,Sell,Stop,932,932,11.9,11.9,0,1/24/2025 9:52,1/27/2025 9:34
1422,RUM,Buy,Market,863,863,13.68,0,0,1/24/2025 10:32,1/24/2025 10:33
1423,RUM,Sell,Stop,863,863,12.62,13,0,1/24/2025 10:33,1/27/2025 9:31
1425,SERV,Buy,Market,568,568,20.76,0,0,1/24/2025 10:53,1/24/2025 10:54
1426,SERV,Sell,Stop,568,568,17.96,17.96,0,1/24/2025 10:54,1/27/2025 9:31
1428,HUT,Buy,Market,428,428,27.65,0,0,1/24/2025 12:53,1/24/2025 12:54
1429,HUT,Sell,Stop,428,428,25.97,25.97,0,1/24/2025 12:54,1/24/2025 15:06
1431,SEMR,Buy,Market,663,663,17.12,0,0,1/28/2025 10:17,1/28/2025 10:18
1434,ROOT,Buy,Market,126,126,90.13,0,0,1/29/2025 15:10,1/29/2025 15:11
1437,LUNR,Sell,Market,550,550,21.28,0,0,1/30/2025 9:31,1/30/2025 9:32
1438,TEM,Buy,Market,203,203,56.49,0,0,1/30/2025 10:35,1/30/2025 10:36
1441,GRAL,Buy,Market,383,383,30.16,0,0,1/30/2025 13:35,1/30/2025 13:36
1444,RKLB,Sell,Market,411,411,28.39,0,0,1/31/2025 9:31,1/31/2025 9:32
1445,RDW,Buy,Market,465,465,24.9,0,0,1/31/2025 9:37,1/31/2025 9:38
1448,LUNR,Buy,Market,493,493,23.5,0,0,1/31/2025 10:27,1/31/2025 10:28
1451,ACHR,Buy,Market,1159,1159,10.01,0,0,1/31/2025 10:28,1/31/2025 10:29
